,nsites,bandgap,Unit Cell Mass,energy,total_magnetization,energysStab,transition,FirstIonizationEnergy wmean,ICSDVolum wmean,IsMetalloid wmean,Electronegativity wmean,GSenergy_p wstd,Polarizability wstd,BoilingT wstd,HeatCapacityMolar wmean,MiracleRadius wstd,AtomicVolum wmean,BCCefflatcn wmean,BCCefflatcn wstd,BCCmagmom wstd,HeatFusion wstd,GSefflatcn wmean,GSefflatcn wstd,MeltingT wmean,MeltingT wstd,GSestBCClatcn wmean,GSestBCClatcn wstd,CovalentRadius wstd,GSestFCClatcn wmean,GSestFCClatcn wstd,IsM wstd,SpaceGroupNumber wmean,SpaceGroupNumber wstd,Row wstd,Crystal System,ShannonForce,stdbv,vz,strainlatticemean,strainlatticestd,initialAnisotropy,li-ion fittability,oxidation flexibility,volume flexibility of cell,deltaShannon,detLatticeVec,initialAnisotropy Std,deltashannonmin
"mp-300763479, Mn3CrCo2(PO4)6, Li4Mn3CrCo2(PO4)6, mp-762512, mp-763479",36.0,0.0,904.504797,-258.35601535,19.000003699999997,0.04916616951388875,3.0,2.4143551666666667,3.3412777777777776,0.0,0.5876111111111111,1.0629396116854315,0.15862681728035088,54.2280476834226,5.5552555555555525,13.944891537763928,2480.2929972160127,1.0403361971207308,1.148850387187663,0.040428198589918064,1.015772557656924,1.122993310345376,1.2438945725867283,74.95555555555555,32.79504648684118,0.5614966552222223,0.6219472864124436,14.363570603921127,0.7074414553444445,0.7836044780053506,0.032394177193585,8.711111111111112,5.802154772151464,0.4360314860077463,5.0,-1.3669989843101995,0.5013388873740529,8.009725282350399,439.22120702735185,2.455321190181656,-0.006966567758514897,9.43093246363821,5.388888888888888,0.003013794100786018,0.00393975635585029,452.5300488214875,0.004926132885785056,0.0015302740387051373
"mp-300763483, P2WO8, LiP2WO8, mp-767567, mp-763483",44.0,2.2697,1495.130896,-319.49434239,0.0,0.005100998863635907,1.0,4.175206363636364,5.83969696969697,0.0,1.0381818181818183,1.1245589602918218,0.18531434589697848,211.08074536820598,9.301272727272726,14.899541164257972,4509.389827574923,1.7487163094579083,1.298892738325924,0.0,1.9248407087088173,1.8997840797241201,1.3936537395663535,144.4848484848485,135.5531000695877,0.9498920399696972,0.6968268699326665,14.69793811242439,1.1967889762424242,0.8779468414637602,0.04285495643554833,9.96969696969697,8.39661919809154,0.4285495643554834,3.0,-2.3876104469787305,0.5215690357451603,10.303084964,658.0605929203084,3.6786705477090593,0.007583414363033188,5.839882733333334,5.090909090909091,0.0020115507552348607,0.0018375812905378711,678.0004869463867,0.4305256326075175,0.00102137830101625
"mp-300763486, Mn3OF6, Li2Mn3OF6, mp-763856, mp-763486",40.0,0.4953,1179.2158167999999,-246.96908382,52.0000007,0.07339060179166612,1.0,4.681896999999998,5.082666666666666,0.0,1.0656666666666663,0.9496900052424272,1.2360430449174853,316.41303260278147,9.872066666666667,17.356907046539778,4341.282889461927,1.7408038239602581,1.0580712695055832,0.11576368969710753,1.7853030243879855,1.8020361079986345,1.1067962151545667,164.42666666666668,206.2478640428119,0.9010180540666668,0.553398107606999,15.092382184400178,1.1352116125999998,0.6972379247191836,0.1414213562373095,25.1,28.462958384539018,0.4714045207910317,2.0,-0.3582437124009211,0.4156054125577908,10.7590745960671,513.841878490019,2.872463424974648,-0.3897231705569619,5.369152073459478,3.4,0.013248996826372015,0.011225533440719008,529.411801250145,0.1968154642664804,0.0025761276729118518
"mp-300763488, CrF4, LiCrF4, mp-704123, mp-763488",40.0,1.5634,1023.9177024,-211.11214092,16.0000005,0.0,1.0,7.645771000000001,7.769000000000003,0.0,1.758,0.2713472709999999,0.9372,260.44800000000004,14.8566,13.0,7441.852720678829,2.6146430342989437,1.4880828943604565,0.0,1.998,2.713767838821858,1.5865357272716385,239.4,196.6,1.3568839195,0.7932678637000001,8.9,1.7095666124000002,0.9994548795999999,0.1,28.9,16.900000000000002,0.4,1.0,-0.6719594485173793,0.3913497316770584,8.485675383739697,550.5704347687989,3.077782296361614,-0.12715319323747587,8.188291284036147,1.6,0.012365156186111104,0.011024268110656559,567.2532695127281,0.08991083984080073,0.005660715808838397
"mp-300763492, Li5Co2(SiO5)2, Li3CoSiO5, mp-849671, mp-763492",38.0,0.2346000000000001,737.47278,-233.85213376,18.0000001,0.1027035475,1.0,2.5684799342105267,4.52671052631579,0.02631578947368421,0.616578947368421,0.8281397282466618,2.5174659436678986,142.41637727184138,6.68,12.451429180726974,2448.5752162117474,1.3732294878002451,0.8218345986477293,0.07675889453252713,1.9932844837706931,1.4405080324167772,0.8785815735031671,127.97960526315788,62.73092519936025,0.7202540162368419,0.43929078683777695,10.889109912267413,0.9074631963289472,0.5534717093385304,0.10770201015621644,27.72368421052632,19.906685878349503,0.28342972669128963,1.0,-0.28102969607116635,0.515498162196932,14.582202936291662,431.50272065011563,2.4121735396244044,-0.4597292555019462,5.4770212508833565,3.5789473684210527,0.0030677032132839983,0.004655254747153858,444.57768458853485,0.29948588456038383,0.0008806134479342953
"mp-300763512, Li3Co2(SiO4)2, Li2CoSiO4, mp-779222, mp-763512",30.0,0.14669999999999986,645.7111799999999,-194.37004669,13.9999986,0.07760555183333384,1.0,2.61974895,4.434166666666667,0.03333333333333333,0.6336666666666667,0.8291875430218429,1.8063647782063417,154.1816707293344,6.6534,8.433992069134415,2481.070566382571,1.3623828131789306,0.7502486655914243,0.09722793307453437,2.5957721822652737,1.4350125327273768,0.8165287078074576,145.15783333333331,87.99091610107008,0.7175062664,0.4082643540160131,8.081460264085942,0.90400124845,0.5143808534911763,0.08660254037844388,27.083333333333336,14.051047805926947,0.2748737083745107,1.0,-1.4793532968330114,0.5293899948345343,9.832062661770301,357.07802066550903,1.9961268186978918,-0.2509173418746933,5.661044822222222,4.0,0.0037070953855183842,0.0054138850282976145,367.8978417696946,0.2846504933086888,0.0010641570654965577
"mp-300763515, MnF4, LiMnF4, mp-561659, mp-763515",40.0,1.3254,1047.4532624,-201.53822343,23.982236999999998,0.0,1.0,7.712522,7.788000000000001,0.0,1.7469999999999999,0.22283214203400006,0.7172000000000001,199.44799999999998,15.1536,13.2,7441.8646973780005,2.603322913814848,1.4994030148445523,0.08185729000000001,1.1890000000000005,2.7017190804194398,1.598584485674056,173.3,130.5,1.3508595403,0.7992922429000001,8.9,1.7019763702,1.0070451218,0.1,27.70000000000001,15.700000000000005,0.4,2.0,-0.5821003494813543,0.3918126611750813,8.954447576036975,520.715876094045,2.9108902397741003,-0.23113394332240786,6.988152016704526,2.0,0.013074096124047772,0.012445060167681984,536.4940878555707,0.16345345382124574,0.009928916342218827
"mp-300763519, Mn3Nb2Co3O16, Li4Mn3Nb2Co3O16, mp-851279, mp-763519",24.0,0.0,783.41688,-172.19876368,10.0000006,0.06610564218749992,3.0,2.8890790625,4.000208333333333,0.0,0.7138541666666666,0.9674374336164252,0.2939560949595855,142.61244515780834,7.006645833333333,12.239875883028569,3099.7998398462205,1.298440518645309,1.1357607897693909,0.08705867623159813,0.8802995946279216,1.358392180531024,1.242212871018705,169.14374999999995,77.95371787847189,0.6791960903229166,0.6211064356540438,12.36880368861516,0.8557334511770833,0.7825450724125681,0.051031036307982884,19.61458333333333,7.298530995172932,0.3744208490752381,2.0,-1.4648419620068824,0.5412971153248615,8.683351905475835,268.21431325924647,1.4993635924652549,-0.2553342330944759,6.393440490939184,5.166666666666667,0.004935315593689753,0.008247705333826941,276.3414751653148,0.17905378998599478,0.004935315593689753
"mp-300763520, PWO5, LiPWO5, mp-767454, mp-763520",14.0,1.6157,589.621524,-104.76659517,1.9999999,0.01136675749999938,1.0,4.1162366666666665,5.7923809523809515,0.0,1.0357142857142858,1.0777728448333521,0.4907613595406025,358.7217970299534,9.284952380952381,13.705519685195082,4428.812318508935,1.7584188869481965,1.2289872056182765,0.0,3.0368226174699973,1.8945871732892319,1.3186835247745832,204.1095238095237,228.938064979094,0.9472935867619048,0.6593417625358771,13.550777939529526,1.1935151303333331,0.8307185655964225,0.06734350297014738,13.857142857142856,13.756383799461807,0.4096345365258394,2.0,-2.3133654814528466,0.4830756252867306,7.6195358262550625,190.68445494454224,1.0659585087712315,-0.2257301273184066,5.984926226403697,5.142857142857143,0.006941951734157524,0.006486664439288162,196.4623846138168,0.1031886844414555,0.0035248222544316454
"mp-300763525, K2Li3FeO4, K8Li13(FeO4)4, mp-24988, mp-763525",40.0,3.0919000000000003,875.4488,-200.04362761,20.0000008,0.0,1.0,2.1807770900000003,7.43425,0.0,0.50425,0.6298039740555068,3.731427359855073,163.00523204793154,6.9098000000000015,14.154924054900473,1864.9223483633234,1.6340515016023136,0.6259013921818648,0.09139438018113973,0.4827706494806826,1.6739806394490548,0.6496616848938749,101.60825,61.31061003763949,0.8369903197249999,0.32483084247599764,10.927373883966816,1.054541722425,0.4092612160578162,0.11180339887498948,35.55,24.028992904406127,0.16583123951776998,1.0,-0.5085754739206775,0.43546397810676735,9.774963123554224,522.4525676390143,2.9205986406503444,-0.3098164133344714,6.267984247197878,2.8,0.008806590139926112,0.007185409090191998,538.2834028910443,0.12608810717777774,0.0025336697810886552
"mp-300763525, K8Li3(FeO4)4, K2Li3FeO4, mp-763674, mp-24988",31.0,0.0589,812.9798,-155.10221496,11.000000300000002,0.0572610347782252,1.0,2.4225714790322583,8.02266129032258,0.0,0.5795161290322579,0.9092156462650016,4.3311177181578175,132.5649695132147,7.111516129032259,17.989562241360847,2404.787735608168,1.642749684764255,0.9763831627483092,0.11792823249179316,0.6503465017361895,1.69348892918868,1.0244807028150085,98.17830645161287,81.11595390878095,0.8467444646290323,0.5122403514855851,15.746561985399909,1.0668311748629034,0.6453824013463509,0.09230260598596447,29.25,19.18833454529779,0.3573954807445216,2.0,0.0,0.6970201178585398,10.143445299092528,510.5490527691343,2.8540559695997536,-0.32851727575913003,6.170252826349758,3.612903225806452,0.002592742608177401,0.007633525381244909,526.0191996170919,0.11710224799803835,0.002592742608177401
"mp-300763526, P(WO4)2, LiP(WO4)2, mp-504791, mp-763526",44.0,1.1591000000000002,2106.595848,-330.02966841,3.9999998999999997,1.4371363636911386e-05,1.0,4.095731818181818,5.744545454545455,0.0,1.0433333333333334,1.22512859832261,0.7433459658712377,472.25315635944685,9.31478787878788,15.298919339810373,4509.015421896359,1.7565946495434304,1.2985615493288014,0.0,4.096126235571976,1.8766031775576573,1.394491257279986,246.839393939394,300.5389909599685,0.9383015889090908,0.6972456287901999,15.627258330829365,1.182185922939394,0.8784744445631045,0.08570991287109668,16.848484848484848,17.871493118913072,0.4942274675848512,3.0,-1.475905076868656,0.5018317197493086,16.323231935,649.3400817139856,3.6299214080693663,-0.464961041929816,5.988876044444442,5.090909090909091,0.0021061417981904536,0.0019596275217988613,669.0157355300012,0.27609720163187274,0.001035095213264138
"mp-300763533, Mn7Co(PO4)12, Li8Mn7Co(PO4)12, mp-762148, mp-763533",68.0,0.0049000000000000155,1583.1558539999999,-473.10763907,15.9999991,0.08149101422794214,2.0,3.0861243750000003,4.256176470588235,0.0,0.7504779411764706,1.2163042749464894,0.3059595784161161,76.18534089849614,7.003977941176473,15.877083735817239,3282.575434725123,1.2950480691627295,1.2958195682717082,0.03443106410011572,1.2565637116045358,1.4047886143080832,1.3972906524440845,69.26102941176471,51.40560744252973,0.7023943072242648,0.6986453263575201,16.349483788000253,0.8849613729742648,0.8802379530058692,0.042874646285627205,8.503676470588236,8.511189809186085,0.4980498300551794,2.0,0.0,0.9296432082713908,10.871283473600487,838.0582266018931,4.684887909461866,-0.18754169594156134,9.373469249282463,5.352941176470588,0.0015795111135016178,0.001960559512003188,863.4522289261571,0.1334231333734771,0.000802007293798663
"mp-300763539, P3W2O13, LiP3W2O13, mp-767085, mp-763539",72.0,1.8068,2674.373944,-529.67431951,4.000639700000002,0.0026848614814785066,1.0,4.152273703703703,5.821296296296296,0.0,1.037222222222222,1.0904581913914668,0.3024581912859933,268.40883518470963,9.294925925925924,14.270269919189664,4478.054129604817,1.752489534037464,1.2668847773103185,0.0,2.3084887781744743,1.8977630605549969,1.3594461582704078,167.67222222222222,171.83033232522098,0.948881530388889,0.6797230792846106,14.024449550167208,1.1955158139444444,0.8563974155928102,0.05237828008789242,11.481481481481481,10.442999637394028,0.4115946439054235,1.0,-1.8341908831950149,0.5065993761224378,6.090351056003399,1174.6275105616526,6.56636740464296,0.1132269407082122,7.160927229633826,5.111111111111111,0.0011269294059409562,0.0010386262161664243,1210.2198987591805,0.4789982137514159,0.0005722059157641472
"mp-300763543, P3W2O13, LiP3W2O13, mp-767771, mp-763543",36.0,2.1023,1337.186972,-264.55818265,-2.0,0.010434225509257544,1.0,4.152273703703703,5.821296296296296,0.0,1.037222222222222,1.0904581913914668,0.3024581912859933,268.40883518470963,9.294925925925924,14.270269919189664,4478.054129604817,1.752489534037464,1.2668847773103185,0.0,2.3084887781744743,1.8977630605549969,1.3594461582704078,167.67222222222222,171.83033232522098,0.948881530388889,0.6797230792846106,14.024449550167208,1.1955158139444444,0.8563974155928102,0.05237828008789242,11.481481481481481,10.442999637394028,0.4115946439054235,2.0,-2.37986211244688,0.5065993761224376,10.476512868098958,526.9334853289938,2.9456477320412766,-0.2866371299938229,7.168844010325199,5.111111111111111,0.0025121240527211396,0.0023152806960786017,542.9000968679474,0.1399932804249729,0.0012755477286531592
"mp-300763561, LiP2WO8, Li2P2WO8, mp-765954, mp-763561",24.0,2.3080000000000003,761.4474479999999,-170.64064495,1.9999958999999998,0.06279995361111101,1.0,2.982781854166667,4.465416666666666,0.0,0.7341666666666666,1.1198238544913248,0.5984678074715974,170.94446324432062,6.912541666666666,12.746646481634992,3100.654341001091,1.335916720496762,1.1301428634861763,0.0,1.8196957139366583,1.4400003397465648,1.2233906972811108,108.78520833333332,115.1483020367029,0.7200001699374999,0.6116953487733441,13.238726860574202,0.9071433700208332,0.7706878459520894,0.04166666666666666,11.625,7.935613292829567,0.4310033513661917,1.0,-2.4672937447499224,0.4818964582326597,5.0499741180127975,311.910689107152,1.7436337593809947,0.2279994359246021,5.876511256805924,4.666666666666667,0.0042439144566296105,0.004424942962550725,321.36189489778803,0.10597458044731747,0.0021548758469505077
"mp-300763561, P2WO8, LiP2WO8, mp-767148, mp-765954",22.0,1.9197,747.5654480000003,-158.28444612,0.0,0.07158850227272673,1.0,4.175206363636364,5.83969696969697,0.0,1.0381818181818183,1.1245589602918218,0.18531434589697848,211.08074536820598,9.301272727272726,14.899541164257972,4509.389827574923,1.7487163094579083,1.298892738325924,0.0,1.9248407087088173,1.8997840797241201,1.3936537395663535,144.4848484848485,135.5531000695877,0.9498920399696972,0.6968268699326665,14.69793811242439,1.1967889762424242,0.8779468414637602,0.04285495643554833,9.96969696969697,8.39661919809154,0.4285495643554834,1.0,-3.1894518935082288,0.5215690357451602,5.010163181028004,302.7973384623034,1.6926885805193002,0.2302680189659876,5.827361951886425,5.090909090909091,0.004371644379047086,0.003993561633439393,311.97240061504965,0.10050750127412313,0.0022197315662547245
"mp-300763566, P2WO7, LiP2WO7, mp-773366, mp-763566",20.0,3.0944,715.5666480000001,-148.80450452,4.0000001,0.0,1.0,4.138792,5.845,0.0,1.0273333333333332,1.0134726488767902,0.22985771444284595,234.5838631847184,9.252133333333333,13.427418052461,4340.5889047827695,1.7604255480934383,1.2018826941327818,0.0,2.127240622653363,1.914369568593964,1.2915585890862118,157.10666666666663,150.533935339806,0.9571847844000002,0.6457792946831638,13.089775484026534,1.2059772584666668,0.8136309268678615,0.047140452079103175,10.566666666666668,9.312476696465996,0.3771236166328253,1.0,-2.7627835363309985,0.5887719638405977,4.795325696608345,283.6148898432307,1.5854554328014492,0.17637813210962314,5.562130489639933,5.2,0.004667322944189707,0.004223302906782674,292.2087046203704,0.22561247383049599,0.0023698643281183608
"mp-300763587, Ti3Mn3(SbO8)2, Li4Ti3Mn3(SbO8)2, mp-763292, mp-763587",24.0,0.6120999999999999,807.925535,-180.59872223,10.999999699999998,0.08447255482638916,2.0,2.894708333333333,4.456145833333333,0.02083333333333333,0.7126041666666666,1.062023576076375,0.5311527558057098,145.16139742398232,7.027583333333332,11.801379980512635,3100.2612976624077,1.3478028882168651,1.1077092543544604,0.044306557890593685,0.6652336812688038,1.4164660706153354,1.2086381713810264,136.08708333333334,83.43809519450633,0.7082330353958334,0.6043190858176605,12.366803367112832,0.8923177094687501,0.7613943370012253,0.051031036307982884,18.30208333333333,7.735053631843803,0.3744208490752381,2.0,-1.4176804492790318,0.5649602352117827,8.712188171559845,290.9687357894333,1.6265646813808567,-0.2401322788092951,6.652505326251619,5.208333333333333,0.004549362594189814,0.007189134159955566,299.7853794525892,0.16602847746518176,0.004549362594189814
"mp-300763600, Co2C2O7, LiCo2C2O7, mp-763662, mp-763600",33.0,0.4769999999999999,761.65077,-224.68872213,23.9963479,0.09424068727272683,1.0,4.048756666666667,4.7,0.0,0.998181818181818,0.7457933476924409,0.4587919538668546,305.49687804903067,8.251515151515152,11.128104544072258,3945.000668673413,1.6585474107072544,1.0314387651160042,0.1443386816836856,9.405092460328492,1.719663920273126,1.154027438650994,350.4727272727273,270.31284721947793,0.8598319602121213,0.5770137194768087,11.744134772773394,1.0833203859999998,0.7269917311524136,0.08570991287109668,26.060606060606066,13.027906756406695,0.3736008486647865,1.0,-2.5393673906180103,0.732796982008798,7.713889345464548,518.2706454173276,2.8972209847396213,0.02181705559481236,9.165295488227835,5.090909090909091,0.0025541139448738114,0.003043331282140842,533.9747642441179,0.014195354530189743,0.00021010835035212904
"mp-300763606, LiP3(WO6)2, Li3P3(WO6)2, mp-763461, mp-763606",72.0,2.6335,2638.140344000001,-527.32818797,15.9999999,0.0012813023611109033,1.0,2.999950680555555,4.4252777777777785,0.0,0.74375,1.1256663225514212,0.3646764174821188,245.79044567435767,6.9084444444444415,13.027748163908534,3100.614859586814,1.3354989922284566,1.1371828130028279,0.0,2.3530671473632028,1.439507769080999,1.2299656850798502,131.29430555555555,161.53150538374658,0.7197538846111111,0.6149828426700609,13.590084382317812,0.9068330699444443,0.7748298287176929,0.04606423319938055,11.625,9.121722732975604,0.44161425265512905,1.0,-1.8593669951669336,0.5876681969797377,11.374453897639285,960.6389908640336,5.370135213521959,-0.19696869228664465,9.641380634870213,4.888888888888889,0.0013779601861554078,0.0013820005087003065,989.7473129262044,0.12176060401213774,0.0006996684672960793
"mp-300763606, P3(WO6)2, LiP3(WO6)2, mp-767435, mp-763461",68.0,2.1038,2610.376344,-507.81067166,12.0000001,0.003886971470587141,1.0,4.129504509803922,5.823333333333332,0.0,1.0307843137254902,1.0257663326023658,0.3325681135842857,285.5429840902557,9.265647058823527,13.338292042164776,4376.916192787662,1.7595992758571624,1.2064283348987133,0.0,2.4496310638740075,1.9062238764096624,1.2952048703914307,176.4607843137255,182.7435768050796,0.9531119383137256,0.6476024353401779,13.019283010358373,1.2008457939411767,0.8159279401543541,0.0554593553871802,11.92156862745098,11.125511621617804,0.3812200410828154,1.0,-2.1772893673056446,0.5452499420831233,11.362494085539375,960.6265949215393,5.370065918096781,-0.19056306643302576,9.762322773501836,5.176470588235294,0.0013779779673779113,0.0012636518281254065,989.7345413742577,0.12897924303210398,0.0006996774958303
"mp-300763612, LiMn(CO3)2, Li3Mn2(CO3)4, mp-763614, mp-763612",40.0,0.8051,727.5873799999997,-290.4543465,16.0000008,0.05583346612499973,1.0,2.926365975,3.73325,0.0,0.70675,1.002550491518268,0.8310129011483518,314.14018494933117,6.11205,10.341542438147224,2790.114748522812,1.2689630121542972,0.9739686074868046,0.03544524631247495,9.92832693294797,1.3121077363190297,1.0726899849111975,248.68725,301.4319232060325,0.6560538682250001,0.5363449925777851,11.132020256898565,0.8265760784250001,0.6757523460686775,0.05,22.65,11.185816912501297,0.3840572873934304,1.0,-2.08002734094083,0.6081712098747625,7.751273139812735,558.8704311875135,3.1241806868747486,-0.06602993409082969,8.133718821851375,5.0,0.002368567397395567,0.002968643366643254,575.8047641229257,0.16736618453533775,0.0001948447873922889
"mp-300763612, LiMn2(CO3)4, LiMn(CO3)2, mp-763613, mp-763614",38.0,0.2365,713.70538,-277.89969203,13.9999737,0.09019975519736788,1.0,3.0094415657894737,3.6451315789473684,0.0,0.7310526315789473,1.0866166989059565,0.371814559964218,343.6780264918777,6.106631578947369,12.370436565902793,2936.6794187334867,1.2513246921132917,1.0881085050876238,0.0373107855920789,10.47492458603414,1.2965983845866207,1.1897923102283756,255.80644736842103,321.4644050035127,0.648299192368421,0.5948961552396854,13.140699290347344,0.8168057990657893,0.7495221884037957,0.04363979987309737,20.82894736842105,12.817619830387526,0.4300035431149524,1.0,-2.3567363189943973,0.6205650358176266,7.903263181667013,566.8543085135103,3.1688119179370817,-0.07717677151934882,8.146093263971348,5.2631578947368425,0.002335207235436577,0.0027781327659612077,584.0305609157783,0.15710958354060425,0.00019210048985977244
"mp-300763620, Co2C2O7, LiCo2C2O7, mp-763630, mp-763620",22.0,0.6570999999999999,507.76718,-149.66127786,15.999997199999996,0.10210228465909132,1.0,4.048756666666667,4.7,0.0,0.998181818181818,0.7457933476924409,0.4587919538668546,305.49687804903067,8.251515151515152,11.128104544072258,3945.000668673413,1.6585474107072544,1.0314387651160042,0.1443386816836856,9.405092460328492,1.719663920273126,1.154027438650994,350.4727272727273,270.31284721947793,0.8598319602121213,0.5770137194768087,11.744134772773394,1.0833203859999998,0.7269917311524136,0.08570991287109668,26.060606060606066,13.027906756406695,0.3736008486647865,2.0,-0.9585672032155,0.7327969820087976,14.63020107335751,330.09355015962717,1.845279042727903,-0.4620750356122849,5.433120606011128,5.090909090909091,0.0040101428278105375,0.0047782492782762285,340.09571482301413,0.3263999553919406,0.00032988524099277085
"mp-300763647, LiFeP4O13, Li2FeP4O13, mp-705398, mp-763647",76.0,2.1962,1578.6929920000002,-514.67532464,12.2220019,0.12281109690789548,1.0,3.056256960526316,4.4085526315789485,0.0,0.7406578947368421,1.2266459704746724,0.3228483653379478,38.695948519020746,6.936447368421053,14.935103149767091,3182.16764571945,1.3156901216379011,1.2388733550247677,0.04810230535849458,1.5583267704198631,1.4325388417887932,1.3416538164001248,55.872236842105245,27.55243458778169,0.7162694209473685,0.6708269083354608,15.693281552071134,0.9024429208552632,0.8451889425545315,0.02631578947368421,8.184210526315791,4.7485965268770975,0.4965253227398213,2.0,0.0,0.963993525189198,12.779464021552934,1122.8308567076338,6.276815307081408,-0.2415105285543867,9.833282019436504,4.842105263157895,0.001178915127573683,0.001301153771817226,1156.8537544967307,0.1088713360821938,0.0005986020123578612
"mp-300763649, NbCr3(PO4)6, Li6NbCr3(PO4)6, mp-849254, mp-763649",34.0,0.0,818.722852,-251.97872186,4.9999997,0.03866799566176482,2.0,3.0647920588235302,4.299705882352941,0.0,0.7520588235294117,1.1788272207514774,0.21211174994249574,74.17963286863824,6.931367647058822,15.489760751825347,3282.619835823879,1.3057240926986675,1.2807345014659175,0.0,1.1669243577659199,1.4157666576290424,1.3822316638414474,91.97794117647058,59.861314687427864,0.7078833288823531,0.6911158320587445,15.785329669837976,0.8918771069191177,0.8707513846322041,0.03602190798210556,8.941176470588236,7.171798141422753,0.4821085284642797,5.0,-1.5155931972820968,0.4875227829475614,8.253702504621705,471.6789408131568,2.6367654380332866,1.5828044060602524e-09,9.83173102760566,5.117647058823528,0.002806405306959644,0.002958968265730579,485.9712843987363,3.914017858114065e-08,0.0014249709965935009
"mp-300763666, LiTi3V(PO4)6, Li6Ti3V(PO4)6, mp-761331, mp-763666",35.0,1.2412999999999998,771.3116719999997,-268.62670901,0.0,0.014007291142858593,2.0,2.4135749085714293,3.5377142857142854,0.0,0.5881714285714287,1.1556485460621706,0.3006750324431576,93.7434219933346,5.559691428571428,14.682801267511065,2551.2589407681303,1.0615637316642237,1.1909935687216624,0.0,1.1387942295001574,1.1467567815252355,1.2884374158970384,66.73537142857144,52.612558558021355,0.5733783908171428,0.6442187080691333,15.15621620972459,0.7224115041371428,0.8116647109547219,0.03129843185743807,7.6571428571428575,5.230585092335587,0.4748017846363655,5.0,-1.3571928727379752,0.5021405441325554,8.185127304835534,463.47507830699783,2.5909044524287004,1.5635208979366173e-08,9.747070746710538,4.714285714285714,0.002856080822111295,0.003199102107960193,477.518836654778,9.973468479166733e-09,0.0014501940704511507
"mp-300763679, LiTi2VO6, Li2Ti2VO6, mp-763712, mp-763679",10.0,1.5649999999999995,249.6129,-81.05627642,2.0000002,0.06077315625000247,2.0,2.687561225,4.37525,0.0,0.6582499999999999,0.9827077143111396,0.9623708572452724,250.8753700545353,6.90345,10.203308287021422,2790.596114738872,1.3657442750988409,0.9481667458480576,0.0,1.1636567363273416,1.4200893643629768,1.0396568762484335,171.18725,145.14929582222402,0.7100446822500001,0.5198284382488166,11.236853429675053,0.8946002415250001,0.6549427915882704,0.07071067811865478,22.95000000000001,11.172399026171597,0.3840572873934304,2.0,-1.8448015109801867,0.4767919205500475,5.70815168947525,113.01831483723385,0.6317915866963197,-0.3055989382378429,3.3317155966878365,4.0,0.011712458149686085,0.01830079949591745,116.44288279511684,0.27964976946226017,0.011712458149686085
"mp-300763684, Li6(CoO2)5, Li8(CoO2)5, mp-764182, mp-763684",21.0,0.0,496.305975,-115.22626366,8.9984466,0.10521088634920606,1.0,3.3005692698412687,5.698095238095237,0.0,0.7885714285714284,0.7193875593733442,2.825429400561277,294.84631028185316,8.99984126984127,6.2809425530728475,2954.066909790299,1.825134830707804,0.4162997282224157,0.18901494030006444,1.6209201745132658,1.8816633853493328,0.4919895768093783,192.22444444444443,167.16656679180932,0.9408316926666666,0.2459947885446669,2.8220061695293435,1.1853736540476192,0.3099340121767886,0.12498425196844146,39.111111111111114,24.886904682811764,0.17958267458705968,2.0,-0.5522429110248168,0.5827259703999759,7.8058824636881745,256.69685055850744,1.434979018647324,-0.2320155165842793,6.049605475418726,3.333333333333333,0.0051567531109129785,0.009732836573380373,264.47502182728084,0.0982249250001925,0.0051567531109129785
"mp-300763781, LiFeSiO4, Li3Fe2(SiO4)2, mp-762639, mp-763781",28.0,3.0258,619.4764,-193.05298283,19.9999992,0.011999436071427285,1.0,2.711357107142857,4.388214285714286,0.03571428571428571,0.6596428571428571,0.9152605097862008,1.1815373001228664,167.18651322424796,6.695071428571428,8.144971529998728,2657.9330880972725,1.3469225316400864,0.8384256418124346,0.130563400258771,2.8292676812639868,1.4257799430383906,0.9153175326878796,148.96035714285716,101.78239112557631,0.7128899715714285,0.4576587664680119,8.753643556268674,0.8981850814285713,0.5766139134524555,0.07142857142857142,26.17857142857143,11.155841793537991,0.3253726278265821,1.0,-1.61249631952233,0.5193056761422078,8.010198911701792,360.72596859172114,2.016519467551354,-0.01103527783993985,5.8142898,4.571428571428571,0.0036696062882497103,0.005360819559016556,371.65632616601874,0.31167358754505325,0.0010533954627891136
"mp-300763783, Li3MnF7, Li4MnF7, mp-765198, mp-763783",11.0,1.554,208.74986740000003,-54.80127853,2.9999997000000005,0.05573459030303063,1.0,4.41117506060606,5.819090909090908,0.0,0.9803030303030305,0.2332452068593318,2.8509815399344194,158.62646471734658,9.697818181818183,17.41662547611352,3948.1243893941028,1.8384104389643048,1.1292148621269462,0.03507990596882047,0.4189167345507757,1.891659218420076,1.1958220792588836,98.62333333333332,46.03809756855581,0.9458296092121212,0.5979110396815447,10.835187381079466,1.1916706343030303,0.7533207048133884,0.11338355717496792,30.57575757575757,22.92175375543889,0.3927721635398703,5.0,-0.4388113741677732,0.3730692948002172,5.795658383184012,146.79653078916203,0.8206175542642636,-0.040719495242455,6.381946836633391,0.9090909090909092,0.0463763644874496,0.038771778350661,151.24461246860446,0.02879298919130476,0.022211737004158287
