,density,volume,formationenergy_pa,total_magnetization,transition,metalloid,rare,other,HHIp wstd,NdValenc wmean,Polarizability wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,HeatCapacityMass wstd,IsFBlock wmean,IsFBlock wstd,BCCenergy_p wstd,n_ws^third wmean,AtomicVolum wmean,NsUnfilled wstd,BCCmagmom wmean,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,IsNonm wmean,IsNonm wstd,MeltingT wstd,GSestBCClatcn wstd,GSestFCClatcn wstd,NpUnfilled wmean,BCCenergydiff wmean,phi wmean,Crystal System,meanbv,stdbv,meanValenceOcc,vx,strainlatticemean,strainlatticestd,Coordination,numberDensity,maxForce,oxidation flexibility,positiveoxidationpop,avgIonicRadVol,SpaceGroup,deltaShannon,detLatticeVec,angle anisotropy,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300765874, V2O2F3, LiV2O2F3, mp-764379, mp-765874",3.6611576241420174,173.1467126543993,-2.8516540801528567,6.0000002,1.0,0.0,0.0,3.0,329.98316455372213,0.2857142857142857,1.5598487818446447,1.7702505043277244,4.130396045843816,481.02594930781333,1.0399973206133497,0.0,0.0,0.0,0.0,0.2517142857142857,0.08745191098365933,0.0,0.0,0.9652285481425038,0.1561904761904762,4429.376658638407,0.0,0.0,2.105,2.8552590813740015,0.3414510435011265,0.23809523809523805,0.1781741612749496,284.94245757167204,0.17072552174944725,0.2151006785842405,0.3333333333333333,0.3430677177380952,0.4047619047619047,2.0,-0.047049974960573435,0.4052785678032979,16051.571428571433,4.909902373861555,173.1467126543993,0.9679195489396464,5.428571428571429,0.0808562853165107,0.13617296794593925,2.8571428571428568,0.2857142857142857,0.7100829385100697,9.0,0.02361769727812029,178.3932311945401,19.225915125066887,2.5872528966106905,0.013962606600120943,0.007645090469151999,0.03931861779530196,0.9977957056335208
"mp-300765882, Ni(PO3)3, LiNi(PO3)3, mp-767052, mp-765882",2.828613330129245,347.0751690119422,-2.2100824973489006,6.0,1.0,0.0,0.0,3.0,161.15134730739146,0.20512820512820515,0.14134325074058024,1.3936080247898657,2.6961299247157564,75.58698817299899,0.8680496131147726,0.0,0.0,0.0,0.0,0.2823846153846154,0.2564793727360024,0.0,0.0,0.5244840436702138,0.17179487179487174,4292.957901238365,0.0,0.0016555692307692312,1.9251282051282053,1.7337882880400666,1.3276004335276217,0.3076923076923077,0.28781979898261084,39.20200000935829,0.6638002169120739,0.8363358661153182,0.6923076923076922,0.5880247875000001,0.5602564102564104,2.0,0.18013574042521385,0.5056975821447952,31700.69230769232,6.558567440952841,347.07516901194214,1.940209178032316,4.076923076923077,0.0749117261082581,0.3870226565797297,5.0,0.3076923076923077,0.5436116792187388,2.0,0.00338778249955482,357.5918937081729,7.400274524735643,1.6641005886756874,0.0007952419872796034,0.0019365511288984324,0.0039061002709355882,0.8109803524703665
"mp-300765883, CrPHO5, LiCrPHO5, mp-774136, mp-765883",3.195002389651201,170.4452814597075,-2.1864568959956543,3.9999998999999997,1.0,0.0,0.0,4.0,145.5055840852852,0.15625,0.5046328763730618,1.769975282313287,3.6128948621523116,143.0736779255245,0.5450249727471822,0.0,0.0,0.0,0.0,0.6285000000000001,0.6997274636867556,0.0,0.0,0.497190171006082,0.1525,3488.1045260170263,0.0625,0.0,1.271875,1.2051690428628674,1.1136214722987792,0.21875,0.24003580462089397,108.05206393134847,0.5568107362738609,0.7015375673563625,0.40625,0.418720721953125,0.48125,2.0,0.07815413996557552,0.5111883477427992,28592.5,4.983318512692891,170.4452814597075,0.9528180894699796,4.0,0.09387176848179472,0.1238598426740019,4.75,0.375,0.4593944910336082,2.0,0.0076736986584848375,175.6099439332181,4.315110860837268,1.984313483298444,0.004749940139262424,0.00032974121222308344,0.018285180659058167,0.9111101365697472
"mp-300765894, Li3VF8, Li4VF8, mp-766949, mp-766941",2.2748815480174067,163.32650344960683,-2.956848421626667,0.0,1.0,0.0,0.0,3.0,298.84035128401854,0.08333333333333333,2.5511796112682106,2.250857175542544,4.674713365274436,146.244680823392,0.6684207751522668,0.08333333333333333,0.11785113019775792,0.0,0.0,0.4951944444444445,0.35104382926029104,0.0,0.0,0.11650258027005984,0.1272222222222222,4135.87071141915,0.11785113019775792,0.0,0.9038888888888889,0.6709257470277105,1.277698434430334,0.2222222222222222,0.31426968052735443,59.74620674590724,0.6388492172831222,0.8048995764886088,0.2222222222222222,0.19372130583333333,0.3555555555555556,3.0,-0.03267909964844784,0.3559927800219523,5469.166666666667,5.0522175009296975,163.32650344960683,0.9130229106016844,5.25,0.07347246005117909,0.05822971904269245,0.5,0.3333333333333333,0.8599631114570423,21.0,0.034196338098996366,168.27545983063337,10.646226352450306,1.6583123951777,0.010613149946978276,0.01700328352848896,0.04168269860422144,0.6180342642039094
"mp-300765894, Li4VF8, Li5VF8, mp-766941, mp-765894",2.4911018618879917,153.77703156628172,-3.1099689638092314,0.9999998,1.0,0.0,0.0,3.0,308.4818928851438,0.07692307692307693,3.2337540335102672,2.0062361684121592,4.148686645847882,181.58781641711929,0.6188968635659726,0.10256410256410256,0.145047544858779,0.0,0.0,0.5489487179487179,0.4356033895093165,0.0,0.0,0.07363692430837923,0.14256410256410254,3818.2792222863923,0.145047544858779,0.0,0.9112820512820514,0.6111731962963832,1.1652138229303224,0.20512820512820515,0.290095089717558,58.12503805969643,0.5826069115125608,0.7340387115816845,0.20512820512820515,0.17893126000000004,0.40128205128205136,1.0,-0.04027955249355916,0.36308346742601,5161.615384615385,4.948621699132892,153.77703156628172,0.8596397399008422,5.538461538461538,0.08453798247755015,0.13075721,0.4615384615384616,0.38461538461538464,0.8314093908894425,3.0,0.0351571088693157,158.43662939977165,10.428215224649025,1.598816130063579,0.011554836123584962,0.01805917839344819,0.04427117202114105,0.6753488786359794
"mp-300765896, V3F10, LiV3F10, mp-768262, mp-765896",3.1489845627634603,361.5431568437533,-3.0522882770692314,10.0000007,1.0,0.0,0.0,2.0,196.15384615384613,0.3461538461538461,1.2165384615384616,0.8076923076923075,1.4292127692307686,391.9692307692308,1.3551804092307689,0.0,0.0,0.0,0.0,0.3733461538461538,0.26049999999999995,0.0,0.0,0.7130119526923077,0.18923076923076929,7156.062321844191,0.0,0.0,2.578846153846154,2.382692307692308,1.3836254479847594,0.38461538461538464,0.38461538461538464,231.3076923076923,0.6918127240769232,0.8716294135384618,0.38461538461538464,0.3346591644230769,0.4903846153846154,1.0,0.0007379609436002526,0.3628726967679613,5789.0,3.8428357912536,361.5431568437533,2.0210876887562432,6.538461538461537,0.07191395966937446,0.3197599514472406,1.3846153846153846,0.2307692307692308,0.8861332596722178,7.0,0.01625726859242848,372.498276039276,0.27537743226899297,2.527950265408459,0.004697303875324272,0.007681204285856689,0.018830087884400017,0.8536952261397053
"mp-300765898, Li2TiMn3O8, Li3TiMn3O8, mp-771575, mp-765898",4.039909735488803,291.47082661797174,-2.3922461820489005,21.9999998,2.0,0.0,0.0,4.0,125.08925384928726,0.3035714285714285,1.1422524667095633,2.041892254648084,4.315746959011356,159.71401290546598,0.7876071653934219,0.03571428571428571,0.06185895741317419,0.0,0.0,0.2940892857142857,0.2252826647078224,0.0,0.0,0.6548548425742641,0.14839285714285716,2657.766783546975,0.06185895741317419,0.04385211964285714,1.082857142857143,1.0227205864551587,0.9675613084187574,0.14285714285714285,0.24743582965269675,113.88345418952551,0.4837806543214387,0.6095254298309698,0.2857142857142857,0.3383830196610714,0.4080357142857143,1.0,-0.14953427795329105,0.4860676847921163,25936.714285714286,5.698589311715634,291.4708266179717,1.6293714544395814,5.071428571428571,0.09606450266358682,0.14715201198847025,4.785714285714286,0.42857142857142855,0.4221105822769231,9.0,0.008815642772360282,300.30268413532275,13.624418017600537,3.0747490357186966,0.00536803205605655,0.0045415258125100074,0.017738119563435503,1.1122111710779528
"mp-300765898, TiMn3O8, Li2TiMn3O8, mp-773245, mp-771575",4.3179378683404614,262.02614811989207,-2.1951924819737165,18.000000399999994,2.0,0.0,0.0,3.0,132.46243352851513,0.4722222222222223,0.7487028453380447,1.9031325703289599,4.068547947751143,214.01852867750483,0.8148724899649227,0.0,0.0,0.0,0.0,0.2584722222222222,0.2519041956090293,0.0,0.0,0.6523774352510987,0.1763888888888889,4133.106993401967,0.0,0.06821440833333334,1.5177777777777777,1.2803324100587758,1.2503337061864483,0.2222222222222222,0.31426968052735443,141.81399942212602,0.6251668532211974,0.7876608779890897,0.4444444444444444,0.5261318011394445,0.4763888888888889,6.0,-0.17460421392900768,0.5049642127640788,29942.5,5.4978994018461576,262.02614811989207,1.4647706976962582,5.666666666666668,0.09159391218092712,0.08476693243332391,5.583333333333332,0.3333333333333333,0.4037870069025124,186.0,0.009366694235703115,269.965802434073,14.142668614806174,2.5644470922381863,0.0063439618633977036,0.005051870937985425,0.01973140623140146,1.1927436627038497
"mp-300765899, Li(CoO2)2, Li2(CoO2)3, mp-762036, mp-763622",4.515310141343756,277.73776290876253,-1.5275443864285714,3.9986579,1.0,0.0,0.0,3.0,257.9352869323969,0.6666666666666666,1.2349259968464,2.983704799584865,6.470190548084147,371.7550894481637,0.8121814086576119,0.047619047619047616,0.06734350297014738,0.0,0.0,0.3855238095238096,0.18762509054807835,0.0,0.0,0.7172012597815131,0.21333333333333326,3543.4440212096997,0.06734350297014738,0.16038449523809525,1.7276190476190474,2.0550059447861884,0.8731340771056698,0.19047619047619047,0.2693740118805895,215.90280176500104,0.43656703870803415,0.5500400016398798,0.3809523809523809,0.4472913552380953,0.6214285714285713,2.0,-0.38819736925586695,0.7460544577576835,405.1428571428572,5.376356552008642,277.73776290876253,1.5526012944567738,5.571428571428571,0.10081452268771267,0.12471799983166905,4.0,0.42857142857142855,0.4185866622874004,1.0,0.008446618792105653,286.15349486266064,0.060820726714293775,1.8516401995451028,0.004315095877560723,0.004766086789263847,0.01416105592578983,1.2440875487851788
"mp-300765899, Li2(CoO2)3, LiCoO2, mp-763622, mp-765899",4.756762709890566,200.1529110949937,-1.6153115729545455,2.0000004000000002,1.0,0.0,0.0,3.0,234.29553672821456,0.6363636363636364,1.6378383949270312,2.7901835005859645,6.046503964186442,345.3515273295223,0.7703955661661042,0.060606060606060615,0.08570991287109668,0.0,0.0,0.4222727272727272,0.22592359565654085,0.0,0.0,0.6470776962292939,0.21848484848484848,3382.704809004409,0.08570991287109668,0.15309429090909088,1.6945454545454546,1.9337182100043635,0.7376781878641918,0.1818181818181818,0.25712973861329,201.95926745855635,0.3688390940947971,0.4647081385498543,0.3636363636363636,0.4270258713636363,0.6363636363636362,2.0,-0.17215153440614206,0.6018700582697274,24768.0,4.680175166123132,200.1529110949937,1.1188887877571878,6.0,0.1099159631485883,0.056239231794481336,3.8181818181818175,0.4545454545454545,0.3796544992214925,9.0,0.011928482534216987,206.21774445408317,7.598190547336618,1.9917183909278768,0.005927016098556013,0.006613554983723925,0.019650276239989783,1.3092956705290646
"mp-300765901, Li3V4(OF3)3, Li4V4(OF3)3, mp-779405, mp-765901",3.3485272639883,879.8733155819311,-2.964736772603158,31.9999989,1.0,0.0,0.0,4.0,255.178363561484,0.15789473684210525,1.5776856551023686,1.8743419898025124,4.102637396772051,305.45263482591116,0.7632671417629042,0.03947368421052632,0.06837042661456094,0.0,0.0,0.30094736842105263,0.18812003299596888,0.0,0.0,0.6608849243216831,0.125,2938.3036891124884,0.06837042661456094,0.0,1.2888815789473684,1.8763558567269183,0.6724964720596093,0.15789473684210525,0.19338076916709301,185.20004156185212,0.3362482360645361,0.4236462305604818,0.1973684210526316,0.19388423319078946,0.3361842105263157,2.0,-0.058692660781659876,0.4536361664879671,150.73684210526315,9.705826406982382,879.8733155819313,4.918641363073272,5.144736842105263,0.08637607102533286,0.11968408054061908,1.8947368421052635,0.3684210526315789,0.7482219169883664,1.0,0.005152197257895465,906.534356917379,13.783546394825597,2.5524959269436085,0.002536858981392822,0.001504446446138286,0.0077373518400983545,0.9089561732684541
"mp-300765901, V4(OF3)3, Li3V4(OF3)3, mp-849543, mp-779405",3.2712091385665443,214.597268114781,-2.966826940591248,5.0000002,1.0,0.0,0.0,3.0,349.2178761174748,0.25,1.3536971387930126,1.8626910789380928,4.1907671694587405,418.6461623748396,1.0282842267692038,0.0,0.0,0.0,0.0,0.252625,0.15049491270471568,0.0,0.0,0.8350260031365688,0.13666666666666666,4650.967670798115,0.0,0.0,1.8532291666666667,2.490617449974615,0.8674701194769421,0.25,0.2338535866733713,247.8860909191569,0.4337350597629632,0.546471931835024,0.3125,0.30671136109375,0.3541666666666667,2.0,-0.049535285571245084,0.3957462538677618,12652.0,4.976719393173487,214.59726811478103,1.1996351982259943,5.625,0.07455826507279732,0.22150664919226828,2.25,0.25,0.7846090008471751,1.0,0.02223657122321313,221.09977993592705,11.983970221585365,2.633913438213185,0.010983796828927774,0.006168402302172514,0.03172402648541632,0.8910004345417671
"mp-300765920, Li4FeO3F, Li5FeO3F, mp-773565, mp-765920",2.515619568044208,198.82693632305785,-2.232013422771112,9.999999800000001,1.0,0.0,0.0,4.0,473.2668184877126,0.16666666666666666,4.512550787221467,0.8179128813519698,1.6515596067077525,288.0719058699463,0.477198994297977,0.1111111111111111,0.19245008972987526,0.0,0.0,0.5098611111111111,0.632285123677172,0.0,0.0,0.3333946895243061,0.15805555555555556,2068.782046224607,0.19245008972987526,0.05862952222222222,0.7423611111111109,0.695355666055016,0.9341609773515164,0.1111111111111111,0.13608276348795434,94.76308858912638,0.4670804886129391,0.5884845397221642,0.1944444444444444,0.216073423125,0.4536111111111111,2.0,-0.10075789708331116,0.4338956289562978,16607.0,5.3670161522529005,198.8269363230579,1.111476363440944,4.888888888888889,0.09053099309820503,0.2103672940163867,2.2222222222222223,0.5555555555555556,0.5834070786767398,1.0,0.015883442355462383,204.85159132058303,0.8640768419075285,2.7397395568751013,0.008472522122162639,0.00665766071317589,0.03424027721429908,0.6931847543120953
"mp-300765927, LiCrCoO4, Li2CrCoO4, mp-762011, mp-765927",4.336917327334119,139.26883790218722,-1.9014383392857133,3.9999998999999997,2.0,0.0,0.0,4.0,64.97644785235804,0.42857142857142855,1.1280313507683757,1.5795245991068558,3.2353306039827983,162.31873830868219,0.6191206758871006,0.03571428571428571,0.06185895741317419,0.0,0.0,0.29014285714285715,0.2280496947275004,0.0,0.0,0.4556234615013872,0.15928571428571428,2657.6221972212315,0.07142857142857142,0.06014418571428571,1.467142857142857,1.2191557801718902,0.9417785353731396,0.14285714285714285,0.24743582965269675,119.3936884735597,0.4708892678164739,0.5932833006004353,0.2857142857142857,0.3319187444642857,0.45,3.0,-0.2338912633385248,0.4719713940523319,25892.285714285717,5.518694976508336,139.26883790218722,0.7785364717417208,4.857142857142857,0.10052500050178224,0.13560222992911325,4.285714285714286,0.42857142857142855,0.3975777705614148,74.0,0.016007250086563604,143.48882295946132,24.23211262457244,2.2497165354319457,0.0076924267142825815,0.009504798795038688,0.028240775556819475,1.1986996370344023
"mp-300765929, Li3Mn5(FeO6)2, Li5Mn5(FeO6)2, mp-849955, mp-765929",4.361669052480947,684.3630102483584,-1.9491276356074192,78.00000959999998,2.0,0.0,0.0,4.0,70.66500823200795,0.4204545454545454,1.1483972821006487,2.000129128062891,4.2800492930756375,172.70444231594377,0.7225313996482932,0.03409090909090909,0.059047186621666276,0.0,0.0,0.2847159090909091,0.2112939092588237,0.0,0.0,0.6581179094951508,0.16511363636363638,2536.995641186131,0.059047186621666276,0.09447943295454546,1.1796590909090907,1.0954940286641652,0.9020789458973038,0.13636363636363635,0.23618874648666505,123.00498507013792,0.4510394730677329,0.5682741263565583,0.2727272727272727,0.3219126407011363,0.4620454545454546,2.0,-0.13903759128953144,0.5049483103437797,24771.83333333333,5.0063467106674535,684.3630102483586,3.8257055305042944,5.7727272727272725,0.0964400457237575,0.249075171165511,5.181818181818182,0.4545454545454545,0.4342801531397105,1.0,0.00403289810500783,705.0998938218939,15.385777410737665,3.228232891739037,0.0024396978355231322,0.0019342399616232363,0.007554681206289472,1.199829992051732
"mp-300765930, LiSbTe2WO12, Li4SbTe2WO12, mp-769943, mp-765930",6.175440310755434,204.28786953086154,-1.7421111861764709,0.0,1.0,2.0,0.0,5.0,99.22886063039783,0.4,0.3600783697857221,2.137359234726324,4.936973461765955,99.30166807088841,0.7403293423409033,0.011764705882352941,0.023529411764705882,0.16470588235294115,0.32941176470588235,0.18048235294117648,0.245847468395066,0.0,0.0,0.5934440837454452,0.04764705882352942,2626.374983426653,0.023529411764705882,0.0,1.3235294117647058,1.1225765592991372,1.2858130611064504,0.1411764705882353,0.2823529411764706,69.38755488306616,0.6429065306817612,0.8100114710416221,0.3647058823529412,0.3342429535687059,0.14176470588235296,2.0,0.22185042603576666,0.6265451985677594,31786.588235294126,5.097975418261428,204.2878695308615,1.1420039081240363,5.764705882352941,0.08321590527641108,0.2207825576846443,4.705882352941177,0.17647058823529413,0.3831742754867138,1.0,0.02673793424363714,210.47799626551608,12.50764472816262,2.0512465616661992,0.05339347080783451,0.006479691063982504,0.17283401884483646,1.5583576707288245
"mp-300765937, Li3CrCo3O8, Li4CrCo3O8, mp-764806, mp-765937",4.600257463880637,136.3059694105825,-1.829291598333334,-2.0,2.0,0.0,0.0,4.0,183.4469345009008,0.43333333333333335,1.760666136801006,1.94164878389476,4.1001347792513565,218.14750267244003,0.6151989372795835,0.05,0.08660254037844388,0.0,0.0,0.3300333333333333,0.28514678676078403,0.0,0.0,0.4361589980545372,0.16533333333333333,2480.788167094634,0.08164965809277261,0.08420186,1.3393333333333337,1.1891290930761051,0.884985960400435,0.13333333333333333,0.23094010767585035,121.94633744522858,0.4424929803067569,0.5575062202487779,0.26666666666666666,0.31151992391666666,0.475,1.0,-0.15663915086711416,0.5577637915870848,24274.0,5.4292764079750775,136.3059694105825,0.7619735333526703,6.0,0.1100465376891662,0.12226164694235846,3.8666666666666663,0.4666666666666667,0.3736660230359435,12.0,0.01725891583608938,140.43617658969262,0.3956274822826451,2.246973272847029,0.008261107178902495,0.009711403604722656,0.028854642318763973,1.2674796788298812
"mp-300765937, LiCrCo3O8, Li3CrCo3O8, mp-763181, mp-764806",4.336473714527476,139.2815895154134,-1.544187831923078,4e-07,2.0,0.0,0.0,4.0,201.2810305379965,0.5,0.5740366650532384,2.385235651340562,5.061371188200576,268.1373445593457,0.7214974585514519,0.019230769230769232,0.03330866937632456,0.0,0.0,0.24303846153846154,0.2058036240128068,0.0,0.0,0.6005867861342745,0.15307692307692308,2861.6192674907375,0.038461538461538464,0.09715599230769233,1.4300000000000002,1.4558112482504542,1.1340124300757062,0.15384615384615385,0.2664693550105965,152.6061772873719,0.5670062151627312,0.7143830658171422,0.3076923076923077,0.3592786764423077,0.4384615384615385,5.0,-0.3076827508485171,0.4938174468784948,27724.153846153848,5.435655995,139.2815895154134,0.7786077554267148,6.0,0.09333609736383268,0.12853200118308009,4.461538461538462,0.38461538461538464,0.4308953246292414,166.0,0.015887122041628482,143.50196095931992,0.542667674144836,1.7808979850446498,0.008238348978070742,0.009503928604524288,0.0282381900360169,1.1985898927803411
"mp-300765945, Mn4OF8, Li2Mn4OF8, mp-767164, mp-765945",3.3230109747021475,387.5132419257589,-2.7163635577020955,36.0000016,1.0,0.0,0.0,3.0,361.1836775315122,0.5128205128205129,1.2732955517593618,2.96195468270639,6.517057632101357,325.1222129747908,1.366103023368532,0.0,0.0,0.0,0.0,0.2416923076923077,0.19025443360642968,0.0,0.0,1.1295361405862958,0.16512820512820514,4293.690167255913,0.0,0.08395619487179487,1.3820512820512822,1.8324794138281282,1.1875892825151029,0.23076923076923075,0.2737712372315721,211.89795666031773,0.593794641292152,0.7481343678486044,0.25641025641025644,0.2527838173425641,0.4564102564102564,1.0,-0.08970870788989532,0.4080297536496546,8171.76923076923,5.2272989137113095,387.5132419257589,2.166264877818299,5.0769230769230775,0.06709448139318339,0.12940841127642824,3.3846153846153846,0.3076923076923077,0.8377222152040603,9.0,0.015179117042030557,399.2552806693512,14.609306411460722,4.5325907269711525,0.0038980683643715396,0.0034159407717291646,0.017568146532333406,0.9016787439766863
"mp-300765960, Li2MnVP2(HO5)2, Li3MnVP2(HO5)2, mp-849445, mp-765960",3.1277359680598,182.4830159988752,-2.43719361434832,5.9999996,2.0,0.0,0.0,6.0,109.73296556248968,0.07407407407407407,0.8683300138508001,1.416636407326317,2.8287110100802377,72.46825690901309,0.5700623820450353,0.018518518518518517,0.0414086662499961,0.0,0.0,0.4394259259259259,0.5469095766651111,0.0,0.0,0.3848974521899836,0.10657407407407407,2067.441199157299,0.05237828008789242,0.007579378703703705,0.7389814814814814,0.7111302382169156,0.9084825912597416,0.12962962962962965,0.19685455208767869,38.985295481578795,0.454241295725611,0.5723081701538381,0.2407407407407408,0.24958487995685186,0.3324074074074074,2.0,0.1195923036234064,0.4855887220888676,25631.055555555562,5.197772429578325,182.4830159988752,1.0201110712816663,4.111111111111111,0.0986393166589868,0.12562812583106894,4.2222222222222205,0.4444444444444444,0.4734213494345637,2.0,0.008878247607208005,188.0124338666573,4.2686808809320445,2.4845199749997664,0.006698018958298345,0.000307989395169658,0.028332194881275037,0.8829203291827558
"mp-300765960, LiMnVP2(HO5)2, Li2MnVP2(HO5)2, mp-765074, mp-849445",3.1119864795285697,359.40573375098364,-2.361939586368812,10.0,2.0,0.0,0.0,6.0,95.516564382891,0.0784313725490196,0.4137820580597736,1.5261717818037426,3.056353742175504,68.04581966170511,0.6061097322087049,0.00980392156862745,0.02192223507352735,0.0,0.0,0.43015686274509796,0.5870106032169432,0.0,0.0,0.4256392126809757,0.10323529411764704,2188.8441710873367,0.04492721269564549,0.008025224509803922,0.7530392156862744,0.7723609617332654,0.9870012508318288,0.13725490196078433,0.20843423162224808,42.84399241182262,0.4935006255177367,0.6217718261599509,0.2549019607843137,0.264223675542549,0.3240196078431373,2.0,0.11662540033557532,0.4975149743481629,27038.823529411766,5.095033126956469,359.40573375098364,2.009139130425983,4.0,0.09460060540814053,0.1866475925815,4.470588235294118,0.4117647058823529,0.482267401326595,2.0,0.0042393057132079975,370.296086889372,12.353962564822245,2.3292929262615685,0.003308822001627219,0.000156377120475126,0.014385258459413254,0.8803765730783817
"mp-300765960, MnVP2(HO5)2, LiMnVP2(HO5)2, mp-766980, mp-765074",3.204621854874319,170.91161335160783,-2.250190191766861,3.9999998,2.0,0.0,0.0,5.0,111.13055385446434,0.1,0.2267393426097961,1.614872285971866,3.222768385285593,79.19921285751519,0.6077165298472149,0.0,0.0,0.0,0.0,0.503675,0.6736112930039846,0.0,0.0,0.4342708299954019,0.119375,2790.5070174103557,0.05,0.01023216125,0.922625,0.8473836940843268,1.1131554118754312,0.175,0.2318404623873926,48.00625958143375,0.556577706051495,0.7012439676848679,0.325,0.33683078469175004,0.3775000000000001,2.0,0.12385915423773584,0.5053166279349018,28609.875,5.014650078017214,170.91161335160783,0.9554249639958804,4.0,0.0936156396059758,0.13870333943446422,4.75,0.375,0.4735032779071621,2.0,0.008279541720661284,176.09040614777493,4.40754107933362,2.1065374432940898,0.0066769242598470075,0.000328841514184325,0.03025039826384815,0.9086241749350512
"mp-300765971, Li3Mn5(CoO6)2, Li5Mn5(CoO6)2, mp-775491, mp-765971",4.437183479186743,679.6503648243372,-1.9032808610619647,72.1627339,2.0,0.0,0.0,4.0,52.45767676174451,0.4431818181818181,1.1648618570665594,1.99094022391598,4.253286161017736,172.84313522862618,0.7267072037673461,0.03409090909090909,0.059047186621666276,0.0,0.0,0.28407954545454545,0.21203005979144865,0.0,0.0,0.6751454273892504,0.16465909090909092,2536.977879725076,0.059047186621666276,0.08478339659090907,1.2339772727272726,1.1032645666515923,0.9039493591260084,0.13636363636363635,0.23618874648666505,122.90352459254429,0.4519746796850539,0.5694524128737184,0.2727272727272727,0.324192244678409,0.4659090909090909,1.0,-0.1400367590806404,0.5239044162210584,24738.863636363636,4.947835963523248,679.6503648243372,3.7993610416993833,5.621212121212121,0.09710875387679427,0.3088400471669963,5.0,0.4545454545454545,0.43649543298454935,5.0,0.0039715157645837645,700.2444505288793,14.583081162895994,3.1188575997106267,0.002372916900291351,0.0019476518386351161,0.0076070648077107145,1.2167179609299341
"mp-300765997, Li2TiMn3O8, Li11Ti4Mn12O32, mp-775166, mp-765997",3.890997492525466,605.2513949581818,-2.4037328800846143,44.0,2.0,0.0,0.0,4.0,125.08925384928726,0.3035714285714285,1.1422524667095633,2.041892254648084,4.315746959011356,159.71401290546598,0.7876071653934219,0.03571428571428571,0.06185895741317419,0.0,0.0,0.2940892857142857,0.2252826647078224,0.0,0.0,0.6548548425742641,0.14839285714285716,2657.766783546975,0.06185895741317419,0.04385211964285714,1.082857142857143,1.0227205864551587,0.9675613084187574,0.14285714285714285,0.24743582965269675,113.88345418952551,0.4837806543214387,0.6095254298309698,0.2857142857142857,0.3383830196610714,0.4080357142857143,2.0,-0.14953427795329094,0.4860676847921165,25936.714285714286,8.216222925463333,605.2513949581818,3.3834581565076904,4.785714285714286,0.09252353727143277,0.16003730573513944,4.785714285714286,0.42857142857142855,0.4434117535931941,1.0,0.00424534781321096,623.5911174768095,0.254184444250714,3.0747490357186966,0.002585082419840893,0.0021870619278301804,0.00854214366934285,1.0712147451728926
"mp-300765997, TiMn3O8, Li2TiMn3O8, mp-774302, mp-775166",3.9927020597767737,566.7403229809363,-2.1473282015570505,35.99999920000001,2.0,0.0,0.0,3.0,132.46243352851513,0.4722222222222223,0.7487028453380447,1.9031325703289599,4.068547947751143,214.01852867750483,0.8148724899649227,0.0,0.0,0.0,0.0,0.2584722222222222,0.2519041956090293,0.0,0.0,0.6523774352510987,0.1763888888888889,4133.106993401967,0.0,0.06821440833333334,1.5177777777777777,1.2803324100587758,1.2503337061864483,0.2222222222222222,0.31426968052735443,141.81399942212602,0.6251668532211974,0.7876608779890897,0.4444444444444444,0.5261318011394445,0.4763888888888889,1.0,-0.1746042139290076,0.5049642127640789,29942.5,7.7378746433172845,566.7403229809363,3.168174719438911,6.0,0.08469487356666275,0.09564799569735584,5.583333333333332,0.3333333333333333,0.44869497473317577,212.0,0.0043305879459729964,583.913121507582,0.0005370752703455133,2.5644470922381863,0.002933060916051157,0.002335676903518428,0.009122598414400931,1.1029037990057189
"mp-300766028, KLiTi2(PO5)2, K4Li5Ti8(PO5)8, mp-776444, mp-766028",2.7080752087227817,892.0913561798947,-3.0513974877827383,5.400000000000002e-06,1.0,0.0,0.0,5.0,75.06247398001214,0.05,0.8477344439740548,1.6323870558173392,3.273918526846688,149.67353536113188,0.7582221810049269,0.025,0.030618621784789725,0.0,0.0,0.2013125,0.1961857299219288,0.0,0.0,0.5493244611586712,0.099625,2326.3883058200986,0.030618621784789725,0.0,0.9114375,0.9403245699624146,1.0530425239729488,0.15,0.2423839928708165,84.94597902178036,0.5265212621048874,0.6633752212623321,0.325,0.307983031229125,0.2975,3.0,0.06754699435399393,0.491208969407568,28752.8125,11.823028300999999,892.0913561798947,4.986942286395548,4.4375,0.07174153135398621,0.2631574109536764,4.25,0.375,0.5151867211467313,33.0,0.002345375401155601,919.1226163635016,0.0,1.8200274723201293,0.002193221317883368,0.0007534304706648818,0.010011654970554763,0.7659478588236335
