,density,energy_per_atom,nelements,bandgap,volume,energy,formationenergy_pa,total_magnetization,transition,metalloid,rare,other,alkaline,ICSDVolum wmean,NdValenc wmean,IsMetalloid wmean,IsMetalloid wstd,BulkModulus wstd,Polarizability wmean,Polarizability wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,HHIr wmean,HHIr wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,IsFBlock wstd,MiracleRadius wmean,n_ws^third wmean,n_ws^third wstd,BCCmagmom wmean,BCCmagmom wstd,HeatFusion wstd,GSefflatcn wstd,BCCvolume_padiff wmean,IsNonm wmean,IsNonm wstd,MeltingT wstd,GSestBCClatcn wstd,GSvolume_p wmean,GSestFCClatcn wstd,NpUnfilled wmean,BCCenergydiff wmean,ShearModulus wmean,phi wmean,phi wstd,NUnfilled wstd,BCCvolume_p wmean,ShannonForce,meanbv,stdbv,meanValenceOcc,vx,vy,strainlatticemean,strainlatticestd,Coordination,numberDensity,li-ion fittability,maxForce,oxidation flexibility,avgIonicRadVol,SpaceGroup,deltaShannon,detLatticeVec,avgCentralDistance Std,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens
"mp-300766114, MnFe3(PO4)4, Li4MnFe3(PO4)4, mp-773269, mp-766114",3.45156748521173,-7.170413090416666,4.0,1.0888000000000002,289.7928915795334,-172.08991417,-2.419783095613344,19.000000600000003,2.0,0.0,0.0,4.0,0.0,4.179791666666667,0.2395833333333333,0.0,0.0,8.407663295073926,0.6453333333333333,0.2459551675497884,1.5482334803647098,3.0375467461964045,134.37068617106684,358.33333333333326,298.43340965783307,0.0,0.0,0.0,0.0,0.0,20.197916666666664,0.1408333333333333,0.11151303174965692,0.07448501354166667,0.11020322720544544,1.148271818169713,1.2604689354297598,-0.6460264436218749,0.2083333333333333,0.27322660517925,76.57800545939342,0.6302344678496746,2.9024847769552085,0.7940456723189842,0.4583333333333333,0.41429886021187495,3.375,0.4316666666666665,0.3620856108482265,0.4201675839603897,2.256458333333333,-2.2740134951175426,0.12178166682725222,0.5261861174690877,30434.625,4.700443698039182,9.217593449771847,289.7928915795333,1.6199915124201492,4.166666666666667,0.08281776640271117,5.444992219801461,0.2385211886530545,5.416666666666668,0.49111924024694303,6.0,0.006159757288912081,298.5739059872847,0.2971710193785111,2.0395397084200697,0.004651441652187454,0.0023193419503812285,0.017840825368844564,0.974633061244115
"mp-300766115, CrO2, Li2Cr3O6, mvc-9788, mp-762466",3.592456691304613,-7.235686194583334,2.0,0.4727,310.5992641817516,-173.65646867,-1.8716758287500008,16.0000005,1.0,0.0,0.0,2.0,0.0,7.788333333333332,0.8333333333333333,0.0,0.0,26.666666666666664,2.2006666666666663,1.666,1.3333333333333337,3.332883333333333,460.63333333333327,849.9999999999999,516.6666666666665,0.0,0.0,0.0,0.0,0.0,43.0,0.2883333333333333,0.2883333333333333,0.0,0.0,3.4266666666666667,0.8145690980671665,-0.5949999999999999,0.3333333333333333,0.3333333333333333,345.06666666666666,0.4072845491666667,4.9,0.5131463766666667,0.6666666666666666,0.7658315916666667,19.166666666666664,0.775,0.775,0.33333333333333337,4.305,-1.4555613865921555,-0.2854263771548591,0.5015942856774068,29867.66666666667,4.980812867338816,5.463006094107128,310.5992641817516,1.7363026711795193,5.5,0.0772699834406435,5.791126996714588,0.2822671719210084,5.333333333333333,0.4787507828482267,11.0,0.006185963709559999,320.0107324857227,0.3199247038232687,1.8856180831641267,0.002721131340854057,0.004261833285942854,0.010034224556794293,0.9999664621069441
"mp-300766115, Li2Cr3O6, LiCrO2, mp-762466, mp-766115",3.9480665225023928,-6.989176616818183,3.0,0.5545999999999998,223.6446628401829,-153.76188557,-2.2533762120454552,15.9999995,1.0,0.0,0.0,3.0,0.0,5.559090909090909,0.4545454545454545,0.0,0.0,20.11555232556934,2.675212121212121,1.6639595667723048,2.4796693994519736,5.2953193508263485,313.98763862363774,718.1818181818181,346.6486539079566,0.060606060606060615,0.08570991287109668,0.0,0.0,0.0,32.666666666666664,0.21666666666666667,0.19453176577914813,0.0,0.0,2.548937876355691,0.7308768778699847,-0.3295959595939391,0.1818181818181818,0.25712973861329,254.69001724832168,0.3654384390730021,3.6783838383818175,0.460423581700751,0.3636363636363636,0.41799008818181815,10.709090909090909,0.5954545454545453,0.520608353612617,0.5999693900976767,3.348787878787878,-0.4541949708465301,-0.1607381727766252,0.4542323020646139,24811.545454545456,4.885760166073048,4.885823519898604,223.6446628401829,1.2502116722891643,6.0,0.09837033319109993,5.673777982806232,0.15920404240670838,4.363636363636363,0.4024483838916952,9.0,0.00967989031252578,230.4213197689032,0.2199096499546953,2.6721706284907394,0.004125481967346455,0.005918863727255959,0.01457940419236264,1.0936488006089828
"mp-300766140, K2Li3MnO4, K4Li7Mn2O8, mp-773442, mp-766140",2.786013983199637,-5.131119411,4.0,0.8517000000000001,519.6286444232916,-205.24477644,-1.8975392537339308,15.999998499999998,1.0,0.0,0.0,4.0,0.0,7.44475,0.125,0.0,0.0,4.7935581773876486,4.301824999999999,3.7085824639442766,1.0839741694339402,2.113093093660049,160.11903595450482,770.0,583.5237784358063,0.125,0.1299038105676658,0.0,0.0,0.0,32.6,0.14625,0.1045236217321233,0.020464322500000003,0.03544524631247495,0.4520467343096287,0.6514764520303494,-0.2335229885049997,0.1,0.17320508075688776,52.51934265761045,0.3257382260244815,6.072522988505,0.4104044477293205,0.2,0.233835487175,2.33,0.4375,0.3024586748631952,0.229128784747792,5.839,-0.4289116832723704,-0.11985502063007245,0.4248081178194118,19093.1,5.283122871740657,8.364630764,519.6286444232915,2.9048124299663614,5.8,0.0769780504390667,6.164349224371183,0.05974881310251527,3.0,0.4232169896077829,14.0,0.007333982342413992,535.373911977962,0.2826246046592045,2.8635642126552705,0.005441041541565672,0.002547439016084798,0.01718787244725466,0.7770270285734886
"mp-300766140, K4Li3Mn2O8, K8Li9Mn4O16, mp-762647, mp-763768",2.6407727534614085,-5.33059130382353,4.0,0.5337000000000001,522.0206334390076,-181.24010433,-1.8632362211575664,9.9999999,1.0,0.0,0.0,4.0,0.0,7.804264705882352,0.14705882352941174,0.0,0.0,5.769466071858405,3.9873676470588233,3.8625050823305602,1.486021953295018,2.9811330930474846,98.6889000237072,720.5882352941176,600.5404140666435,0.10294117647058824,0.10502100630210072,0.0,0.0,0.0,31.64705882352941,0.12882352941176473,0.07548917748230549,0.02407567352941177,0.041700289779382296,0.5185520164570053,0.8113955011041609,-0.2710564570661763,0.1176470588235294,0.2037706832433973,55.236146373139064,0.4056977506111933,6.412085868830882,0.5111471358239785,0.2352941176470588,0.2749085674117647,2.5558823529411763,0.3889705882352942,0.22478724081499374,0.3067154943325619,6.141029411764706,-0.9974981387378048,-0.12492577209134233,0.4274562336818654,22127.529411764703,5.374384675920553,7.896063791,522.0206334390076,2.9181840550677802,4.823529411764706,0.06513152512001717,6.277018118420436,0.16908897298292075,3.5294117647058822,0.4609576950876698,7.0,0.007486421258817264,537.8383806528432,0.26187560556418965,2.789004609677576,0.005854923215176082,0.002535766209007157,0.017109114636808524,0.7399992531527718
"mp-300766140, K8Li9Mn4O16, K2Li3MnO4, mp-763768, mp-773442",2.745891049865154,-5.229099250810812,4.0,0.4358,514.629037285283,-193.47667228,-1.8881089926853312,13.000000199999999,1.0,0.0,0.0,4.0,0.0,7.609932432432432,0.13513513513513514,0.0,0.0,5.228043411342704,4.157344594594593,3.688639028296473,1.268022018459758,2.5104028630949093,126.01243827524746,747.2972972972972,574.0221780736175,0.11486486486486487,0.11526163587318905,0.0,0.0,0.0,32.16216216216216,0.13824324324324325,0.08721515254923044,0.02212359189189189,0.03831918520267562,0.4710086623097092,0.6892492648490797,-0.25076809568175656,0.10810810810810813,0.1872487359533921,51.4421358709449,0.34462463246445857,6.228538365952027,0.4341998287144839,0.21621621621621626,0.2527069024189189,2.433783783783784,0.4152027027027028,0.25451972668341594,0.2629932494057914,5.977770270270272,-0.6937438191154286,-0.1296447794298898,0.4290340314025795,20486.97297297297,5.348401110845184,8.168243172061452,514.629037285283,2.876863776412905,5.405405405405406,0.07189644835273679,6.2449396430187445,0.16551931314647786,3.2432432432432434,0.4354145052301848,1.0,0.007491939429256461,530.2228117440644,0.3042286319573429,2.841824741209712,0.0057035053014367005,0.002572187317027248,0.017354852161861858,0.7676018288637055
"mp-300766157, Li4VO4F, Li5VO4F, mp-764223, mp-764217",2.2420086525516862,-5.9203170115,4.0,3.9133,239.52774610589142,-118.40634023,-2.581849434619,0.0,1.0,0.0,0.0,4.0,0.0,4.6565,0.07500000000000001,0.0,0.0,6.54446330878247,2.8376250000000005,4.005805429857396,0.9137833441248534,1.7928080027396045,261.72053131537086,592.5,631.7188852646402,0.1,0.17320508075688776,0.0,0.0,0.0,24.95000000000001,0.139,0.160682917573711,0.0,0.0,0.8763469899959718,0.9017479262827448,-0.2177708333299997,0.125,0.16393596310755,94.21447068656704,0.4508739631138993,3.13777083333,0.5680655970583175,0.225,0.25189208818750003,1.5950000000000002,0.39125,0.4658107850833856,0.2738612787525831,2.9200000000000004,-0.8048135522254284,-0.09798212695379864,0.4082881403199612,19422.4,4.910083711341724,5.345226355997783,239.52774610589142,1.3390008069752128,4.3,0.08349763367772148,5.703807051039168,0.3915617568224197,2.2,0.5894618121386599,4.0,0.011657225347772882,246.7856763406461,0.29197700475506355,2.2715633383201093,0.006683634000513231,0.0055263839125090355,0.028422132834505263,0.6159190527337965
"mp-300766157, Li5VO4F, Li6VO4F, mp-764217, mp-766157",2.4429639894876347,-5.671106996363638,4.0,1.8974,229.26039147814004,-124.76435392,-2.4626041464718185,2.0000001,1.0,0.0,0.0,4.0,0.0,4.724772727272726,0.06818181818181818,0.0,0.0,5.938519377479055,3.1327272727272724,4.595002841301652,0.7856539098838003,1.5387770888843344,293.4315699958816,634.090909090909,738.8391330071859,0.11363636363636365,0.19682395540555425,0.0,0.0,0.0,26.13636363636364,0.14863636363636362,0.1818562460155714,0.0,0.0,0.8307010863951103,1.016530528364005,-0.19986742423863602,0.11363636363636365,0.14903269373413638,95.1604450570758,0.5082652641218273,3.229640151511364,0.6403741053227593,0.20454545454545456,0.2290917194886364,1.5454545454545454,0.4204545454545454,0.5292332282815917,0.24372284760826385,3.029772727272728,-0.41658093458340906,-0.10102784147026188,0.41191391995221055,17790.454545454544,5.00846810284811,5.129955362862547,229.26039147814004,1.2816045497333353,5.090909090909091,0.0959607538753492,5.8252692627754445,0.2634275031576508,2.0,0.5444370382776696,4.0,0.012365017019994859,236.20721060031917,0.30498388572894153,2.256304299271065,0.006683843910434249,0.005773881280340411,0.02969500912686188,0.6689042201482504
"mp-300766239, Li5V5O12, Li6V5O12, mp-762939, mp-765419",3.586623334390836,-6.8574076749999975,3.0,0.4782000000000002,445.76313869404544,-301.7259377,-2.4336853511363628,6.000000099999999,1.0,0.0,0.0,3.0,0.0,5.8465151515151526,0.2272727272727273,0.0,0.0,16.584162181482306,2.928772727272728,2.0807712952642325,1.9709786040147488,4.206386046246788,323.3560870980488,666.6666666666666,288.27723621879466,0.07575757575757576,0.10713739108887084,0.0,0.0,0.0,33.303030303030305,0.1984848484848485,0.15312778173481986,0.0,0.0,2.1268668783189018,0.6927520535327679,-0.3290404040378785,0.1818181818181818,0.25712973861329,204.72602545112724,0.34637602691257113,3.898131313128788,0.4364064473462045,0.3636363636363636,0.41797339681818174,3.878787878787879,0.5378787878787878,0.40190804105154654,0.5632615241042759,3.569090909090909,-0.6150133049071554,-0.11489580176791155,0.4424126671807192,24877.818181818184,4.9128786426088,4.871058151968705,445.76313869404544,2.4918916999588663,6.0,0.09870712981990172,5.655627348109513,0.15301035090260104,3.5454545454545454,0.4361950251126784,1.0,0.004698085281093952,459.2702075596137,0.3097278833559525,2.0829889522526543,0.0019284821555778035,0.002969564254588802,0.0073146603026986645,0.9841700867159562
"mp-300766239, Li6V5O12, Li7V5O12, mp-765419, mp-766239",3.6353424370157117,-6.778397031956521,3.0,0.6962000000000002,446.1302076081903,-311.80626347,-2.4640167404347806,14.0000416,1.0,0.0,0.0,3.0,0.0,5.9057971014492745,0.21739130434782608,0.0,0.0,15.763906087631852,3.154115942028985,2.4424511084009883,1.824821277498708,3.886990474421305,307.4091621267367,698.5507246376811,342.00442063591737,0.08695652173913042,0.12297509238026913,0.0,0.0,0.0,34.05797101449275,0.20405797101449274,0.15005201086667708,0.0,0.0,2.010359601088293,0.6160194155855316,-0.3159420289826084,0.17391304347826084,0.24595018476053826,192.59530119465538,0.3080097079242891,3.969130434779709,0.3880679144587375,0.3478260869565217,0.3998637147826088,3.7710144927536233,0.5557971014492754,0.399851631798866,0.5197223500591626,3.653188405797101,-0.4259867756494845,-0.10250773823380528,0.4354748309415944,23870.043478260868,4.956973241081053,8.214956094414374,446.13020760819023,2.493943677570017,5.913043478260869,0.10310891128986063,5.761695359359325,0.1137018603989407,3.391304347826087,0.4229695121614482,1.0,0.004807890298494744,459.6483990289262,0.2617086035442652,2.161704851244531,0.001958508665482695,0.0029671209438516524,0.007308641915311166,0.9964137827252124
"mp-300766486, CuS2, LiCuS2, mp-849086, mp-766486",4.2218417595593705,-4.21982343,2.0,0.0,100.43529784011768,-25.31894058,-0.5439402893750002,2e-07,1.0,0.0,0.0,2.0,0.0,10.555,1.6666666666666663,0.0,0.0,20.766666666666666,1.9916666666666665,0.05833333333333335,0.5,0.09733333333333327,294.09333333333325,583.3333333333333,83.33333333333331,0.0,0.0,0.0,0.0,0.0,55.33333333333333,0.245,0.245,0.0,0.0,1.6929999999999998,1.5455328740985417,-3.3872916666666666,0.3333333333333333,0.3333333333333333,96.84166666666668,0.7727664371666665,10.440625,0.9736247006666666,0.6666666666666666,0.3711037795833333,8.0,0.7416666666666667,0.7416666666666667,0.5,7.053333333333333,-0.4565305542618334,-0.3842509784913145,0.4430081565749758,462.33333333333326,3.575260676,4.540686795953608,100.43529784011768,0.5614503832773494,4.666666666666667,0.05973995327371224,4.05587737777778,0.05976505791937041,6.333333333333332,0.8403220475878931,58.0,0.1393640341702387,103.47858779997108,0.339522865778915,2.3570226039551585,0.08315807658522573,0.02176075444255198,0.19816567403408208,1.1789878717308326
"mp-300766543, Li4Ti11O24, Li7Ti11O24, mp-766548, mp-766543",3.582636332399783,-8.34618095153846,3.0,2.5241,434.8924294275523,-325.50105711,-3.3176513129059826,0.0,1.0,0.0,0.0,3.0,0.0,5.961794871794872,0.1880341880341881,0.0,0.0,14.367091722654614,2.369128205128205,1.4823720304735315,2.5325696393212054,5.378433810849597,423.6232138705018,396.5811965811966,63.40935723415864,0.034188034188034185,0.04834918161959298,0.0,0.0,0.0,31.67521367521368,0.1764102564102564,0.18306662807128526,0.0,0.0,1.7783451141090267,1.054648548855178,-0.3528490028478633,0.20512820512820515,0.290095089717558,239.216632990977,0.5273242745641324,4.004131054129915,0.6643869535360536,0.4102564102564103,0.4820506385470086,4.280341880341879,0.4547008547008547,0.4523750038743561,0.879636261898708,3.651282051282051,-0.9349934753737402,-0.13047574492265054,0.4956074670983994,27928.179487179492,4.840996643512913,8.971210837370222,434.8924294275523,2.431122587750102,5.230769230769232,0.08967734860626472,5.618514374707298,0.1352010257743694,3.8717948717948723,0.4440513271333031,1.0,0.004815780717505736,448.0701049316365,0.2234197870730068,1.3808114890088472,0.0022421422352426,0.0030437924256845744,0.007706766388062163,0.995379953027769
"mp-300766608, CoCu(PO4)2, Li2CoCu(PO4)2, mp-761614, mp-769707",3.5197311176285027,-6.493639359583334,4.0,0.005099999999999882,294.78885683890235,-155.84734463,-1.9927102655158733,8.0,2.0,0.0,0.0,4.0,0.0,4.1622916666666665,0.35416666666666663,0.0,0.0,6.352356299480968,0.5692916666666666,0.04691131926305209,1.2781551375148306,2.4042853356645497,95.93136679635427,383.33333333333326,279.32209603490617,0.0,0.0,0.0,0.0,0.0,20.14583333333333,0.1358333333333333,0.0975907697138071,0.03508410833333333,0.060767458171583966,1.060301319856242,1.2498046920452028,-0.6419890872999999,0.2083333333333333,0.27322660517925,44.81555011847868,0.624902346160553,2.9019890873,0.7873276199724086,0.4583333333333333,0.41561121166666665,2.5625,0.4302083333333333,0.3291847964416542,0.4805234414446165,2.26,-2.2166833460832795,-0.012485464331875916,0.4816724613233451,30426.41666666667,9.294371798096318,5.61322469,294.78885683890235,1.6479198072530843,4.166666666666667,0.08141420356711662,5.550259841974271,0.1289769864523563,4.75,0.5071960392033006,11.0,0.0051032694843183325,303.7212539899778,0.3004386611048001,1.5877132402714709,0.0027713004275883944,0.0022800346579246685,0.0133419561221885,0.9877477985452388
"mp-300766608, Li2CoCu(PO4)2, Li5Co2Cu2(PO4)4, mp-769707, mp-766608",3.7182794046188334,-6.427685732142857,5.0,0.0,291.44682182907445,-179.9752005,-2.297052854370748,8.0000026,2.0,0.0,0.0,5.0,0.0,3.4721428571428565,0.24285714285714285,0.0,0.0,5.197016412504077,1.0856571428571429,1.1959266123139898,1.3304901659285773,2.6008913218526946,80.82271776006081,382.8571428571428,240.09351919446647,0.028571428571428567,0.057142857142857134,0.0,0.0,0.0,18.15714285714285,0.12114285714285715,0.0754099002865306,0.024057674285714283,0.048115348571428566,0.8731821232756446,0.9649638021360772,-0.4426020408142856,0.14285714285714285,0.22131333406899525,34.59768767783565,0.4824819011785177,2.464030612242857,0.6078891034175247,0.3142857142857143,0.2851148917142857,1.8771428571428568,0.37642857142857145,0.2528369644894609,0.3901857223927904,2.021428571428572,-1.396141319007303,0.03070377658292116,0.452434796990906,26355.571428571428,9.435146360977066,5.722552973000001,291.44682182907445,1.6292372635901895,4.428571428571429,0.09607241494100502,5.2812481771897914,0.17768075013410345,4.071428571428571,0.4596351145717363,11.0,0.006022626662798674,300.2779519773171,0.3341824253017769,2.2188892238584383,0.0033438058101776663,0.002306179927248875,0.013494948987851285,1.039037325069968
"mp-300766631, Co3Cu3(TeO8)2, Li4Co3Cu3(TeO8)2, mp-761933, mp-766631",5.4302473221938765,-5.34356774375,4.0,0.0,268.67946883547364,-128.24562585,-1.0926808393750005,2.4693182,2.0,1.0,0.0,4.0,0.0,4.316979166666666,0.7395833333333333,0.02083333333333333,0.03608439182435162,9.030114547999931,0.6748125,0.1899559559239252,0.7597742720337693,1.5112829679513002,159.50852701649598,316.66666666666663,80.30973028081826,0.0,0.0,0.0,0.0,0.0,21.42708333333333,0.100625,0.10138301447974407,0.0526261625,0.09115118725737596,0.7131278909767089,1.2199834767550877,-0.4240798611104166,0.16666666666666666,0.2886751345948129,76.15668503749758,0.6099917385168871,2.9078298611104163,0.7685414315347298,0.375,0.3935544087327083,4.177083333333333,0.2984375,0.2998168386177634,0.4903584289974925,2.48375,-1.5082231620552962,-0.23478319632412345,0.5268777834076674,29910.70833333333,5.533050976277293,5.452880819945112,268.6794688354736,1.5019638911866495,5.583333333333332,0.08932576837382555,6.373926938203843,0.4682438217738452,4.458333333333333,0.3865597409358669,1.0,0.01708218339210119,276.8207254206572,0.3053844237100564,1.3222193043852026,0.034620020902299084,0.0049267712505778796,0.1314126964940863,1.4449785123283645
"mp-300766652, Li4V(CO3)4, Li5V(CO3)4, mp-762975, mp-766652",2.3043560961185388,-6.985592047142857,4.0,1.2857,918.7503670355054,-586.78973196,-2.093595699047619,3.9999997000000014,1.0,0.0,0.0,4.0,0.0,3.945238095238095,0.03571428571428571,0.0,0.0,3.0801831673897584,1.5005238095238094,1.8123891618311176,1.5898540984699725,3.1167976067138845,291.938008943268,335.7142857142857,276.63142140880814,0.047619047619047616,0.08247860988423225,0.0,0.0,0.0,21.642857142857146,0.15047619047619046,0.12652695481510878,0.0,0.0,9.439932510015673,1.018105620456317,-0.21182539682380933,0.19047619047619047,0.2332847374079217,284.5833289760062,0.50905281033762,2.5143253968238093,0.6413663511738222,0.4761904761904762,0.53492498,0.7595238095238095,0.4834523809523809,0.4509570793489842,0.3740066207715478,2.3025,-1.3712131394649227,-0.1551569749426825,0.5819050299219943,26102.142857142866,10.287758211160355,9.223076946420749,918.7503670355054,5.135970687610688,3.690476190476192,0.0914285349033812,9.260448352298273,0.3816391025687765,4.095238095238095,0.4985122533234781,1.0,0.0016658107988234171,946.5894219070492,0.28210157041097544,2.5053231310411253,0.0011171837359596447,0.00011852293533871291,0.003548957423040337,0.6549830218374042
"mp-300766658, V2OF5, LiV2OF5, mp-764448, mp-766658",3.6194114754456734,-6.2789901991666675,3.0,1.6192,292.9920420360209,-150.69576478,-3.0130537156916666,9.0000007,1.0,0.0,0.0,3.0,0.0,5.300833333333334,0.25,0.0,0.0,18.856180831641268,1.182791666666667,1.3594426183693409,2.210297868312474,4.870423740971369,418.8810944465293,616.6666666666666,393.4798455942679,0.0,0.0,0.0,0.0,0.0,13.833333333333336,0.13666666666666666,0.1932758535243229,0.0,0.0,2.4903344578199844,1.130675628233168,-0.34010416666666665,0.25,0.2700308624336609,248.01079788601047,0.5653378141529212,3.4859375,0.7122810123100543,0.2916666666666667,0.2769837263541666,3.9166666666666665,0.3541666666666667,0.5008673033404711,0.6373774391990981,3.145833333333333,-0.6182606304499744,-0.02557280775097033,0.3828666094124528,10315.5,7.969132038189866,8.002623397309543,292.9920420360209,1.6378753071475358,5.75,0.0819134875924357,5.139889761151999,0.17240738190759988,2.0,0.7987440508101684,1.0,0.017456678506069273,301.86999390175436,0.2510459517678215,2.6457513110645907,0.007596922690071389,0.004517946199086208,0.02323574855502158,0.9838672474901916
"mp-300766678, Li2Cr(Si2O5)3, Li3Cr(Si2O5)3, mp-775340, mp-766678",2.7488610439662557,-7.444008999583333,4.0,0.7241000000000002,573.1318738026278,-357.31243198,-2.9650909103645824,4.000005000000002,1.0,1.0,0.0,4.0,0.0,4.539479166666666,0.05208333333333333,0.0625,0.10825317547305482,10.060645101637922,1.09875,0.647998588068592,1.9070182877990447,3.763230214134914,299.71568499972176,270.8333333333333,67.89237807000137,0.02083333333333333,0.03608439182435162,0.0,0.0,0.0,21.39583333333333,0.1321875,0.14369786947262728,0.0,0.0,5.260673228066917,1.2007698480446185,-0.6436631944437499,0.15625,0.2706329386826371,160.682140031586,0.600384924144985,3.16241319444375,0.7564376038743053,0.5625,0.39169440973958336,1.2854166666666664,0.4015625,0.4554010723732982,0.4908007912245728,2.51875,-0.4989319766815927,0.060409319368222386,0.5250570791448196,28730.66666666667,9.054495860888633,7.300159697000001,573.1318738026276,3.2039045747362853,4.166666666666667,0.08375035867666644,8.654518144444442,0.19580267549185326,4.833333333333333,0.5141389355875741,8.0,0.0023099389598244947,590.4983427107211,0.2683710513892563,2.3033791601808757,0.0014273509438488814,0.0006630011625484737,0.005689102428343678,0.7925509119155449
"mp-300766714, Li2Fe(Si2O5)3, Li3Fe(Si2O5)3, mp-775303, mp-766714",2.526866605143141,-7.317926443229166,4.0,3.1549,1257.0844651829425,-702.52093855,-2.918071941927084,17.546729100000004,1.0,1.0,0.0,4.0,0.0,4.5370833333333325,0.0625,0.0625,0.10825317547305482,10.046938450205724,1.0654166666666671,0.6813686823225734,1.8915932438026943,3.7341948677353938,298.71644663353624,242.7083333333333,112.28277639513551,0.02083333333333333,0.03608439182435162,0.0,0.0,0.0,21.343750000000004,0.13260416666666666,0.1435252999256577,0.021986070833333333,0.03808099174214154,5.2988476323129685,1.2015927963929691,-0.6434548611104166,0.15625,0.2706329386826371,162.13697517494342,0.600796398323826,3.157621527777084,0.7569560288478479,0.5625,0.3916849414062501,0.9416666666666668,0.40447916666666667,0.4540962650900687,0.5086064839889043,2.5141666666666658,-1.3944882131635554,0.05196057231532522,0.5165218745081755,28729.70833333333,10.44413842899912,10.444138741965633,1257.0844651829425,7.0273157940200806,4.166666666666667,0.07636718347802446,11.144005900000002,0.1084008505865549,4.833333333333333,0.5597836153376977,64.0,0.001102352150745222,1295.1753815624506,0.29266033509086153,2.3033791601808757,0.0007870816618588344,0.00030227650499954915,0.0036600767555259226,0.7288588197694077
"mp-300766714, LiFe(Si2O5)3, Li2Fe(Si2O5)3, mp-775750, mp-775303",2.507760250338144,-7.344332983913042,4.0,2.6112,1248.2778415082796,-675.67863452,-2.836174181684782,12.7470047,1.0,1.0,0.0,4.0,0.0,4.499239130434781,0.06521739130434782,0.06521739130434782,0.11295983527623113,10.572701544941673,0.8472282608695653,0.42905453314809977,2.0123378893014805,3.9866617601792624,321.5011838150378,207.6086956521739,98.7815657477092,0.010869565217391304,0.018826639212705186,0.0,0.0,0.0,20.619565217391305,0.1277173913043478,0.1546043107780411,0.022941986956521738,0.039736687035278134,5.548741085569599,1.3112085333975192,-0.6705253623184783,0.16304347826086954,0.2823995881905778,172.54728775296647,0.6556042668281877,3.1145471014489132,0.8260096160768913,0.5869565217391304,0.40866741570652176,0.9369565217391304,0.3910869565217392,0.4880554854725137,0.54249911797686,2.444021739130435,0.0,-1.633052225986723,1.088556880075904,563.4782608695652,10.404272627908432,10.404273158893627,1248.2778415082796,6.978085271048019,4.130434782608695,0.07370154058718009,11.130658155555556,0.15078797607184666,5.043478260869565,0.5664629714271571,64.0,0.001044826908554916,1286.1019083838225,0.26733653919019745,2.1157434887993816,0.0007438010668996415,0.00030440907143364286,0.0036858986659488078,0.7246704121380215
"mp-300766728, V(SiO3)2, LiV(SiO3)2, mp-767887, mp-766728",3.1912492981351206,-7.793390923055558,3.0,1.496,845.4876498644925,-561.12414646,-2.9438451305555566,7.999999400000001,1.0,1.0,0.0,3.0,0.0,5.854814814814818,0.1111111111111111,0.07407407407407407,0.10475656017578484,9.601097330974607,1.0471111111111109,0.3674157107783349,1.200137166371826,2.235563093469607,263.62997700121764,311.1111111111111,65.42045086168777,0.0,0.0,0.0,0.0,0.0,27.33333333333333,0.17185185185185184,0.13628019228533486,0.0,0.0,4.751205002017216,1.1920086418851945,-0.8262962962962962,0.2222222222222222,0.31426968052735443,139.22074762995894,0.5960043210752934,4.019259259259258,0.7509183898701727,0.7407407407407408,0.5491872962962963,1.7407407407407407,0.5055555555555555,0.4270436220622349,0.2400274332743652,3.192962962962963,-1.4962240249896133,0.05006667244275567,0.5229012122104657,30406.555555555562,16.483351034000002,8.227650295999997,845.4876498644921,4.726419648083872,4.111111111111111,0.08515795589863381,5.9199915333333335,0.1377715884932249,5.111111111111111,0.4931886116751625,61.0,0.0015085830107150525,871.1067711430368,0.3046892867040994,1.662958838566196,0.0007758413372647517,0.00044942950814908807,0.003284597765934821,0.9091882031415788
"mp-300766730, Cr3(CoO6)2, Li2Cr3(CoO6)2, mp-773919, mp-772468",3.0416220258912423,-6.450508942205883,3.0,0.00940000000000002,1017.2965369271924,-438.63460807,-1.5006464754411766,31.999928999999998,2.0,0.0,0.0,3.0,0.0,5.2272549019607855,0.5686274509803922,0.0,0.0,11.997692973159495,1.1651764705882357,0.6368089999537895,1.0120382667108976,1.7803585448354144,190.3871670758268,464.7058823529412,183.5821945214969,0.0,0.0,0.0,0.0,0.0,27.60784313725491,0.17039215686274511,0.12713717022895174,0.06604067450980391,0.09339561756003184,1.449568364343874,1.3721914251469938,-0.4111764705882353,0.23529411764705885,0.3327561323230812,141.27424762191455,0.6860957127370045,3.202352941176472,0.8644264306171654,0.4705882352941177,0.5444669719607843,9.705882352941178,0.4735294117647059,0.3467346442090979,0.4401949866792873,2.791176470588236,-2.0738256683949507,-0.2045186796739857,0.5918508270141154,31642.941176470587,11.613950628836848,8.42094922933528,1017.2965369271924,5.686860524610842,4.161764705882353,0.06684383317119927,9.94376592318919,0.16756952167194755,4.941176470588236,0.5486580471385019,60.0,0.0019139919597766415,1048.121639292624,0.2831859065471811,1.5518712892085789,0.0009729608457172233,0.0013012157563000587,0.0038661883241387952,0.8472299079707111
