,density,volume,atomMean,transition,metalloid,rare,other,NdValenc wmean,BulkModulus wstd,Polarizability wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,AtomicVolum wmean,NsUnfilled wstd,HeatFusion wmean,HeatFusion wstd,GSefflatcn wstd,BCCvolume_padiff wmean,BCCvolume_padiff wstd,MeltingT wstd,GSestBCClatcn wstd,GSestFCClatcn wstd,BCCenergydiff wmean,GSmagmom wstd,SpaceGroupNumber wstd,NUnfilled wstd,meanbv,vx,VegardVolume,strainlatticemean,strainlatticestd,Coordination,numberDensity,initialAnisotropy,li-ion fittability,oxidation flexibility,NNDist,positiveoxidationpop,avgIonicRadVol,AtomicNum Density,deltaShannon,detLatticeVec,oxidation flexibility Std,deltaShannonstd,deltashannonmax,chargedensityvoldens,positiveoxpopdens
"mp-300767166, V(CO3)2, LiV(CO3)2, mp-762249, mp-765387",2.651325154960126,214.1454216023418,9.222222222222221,1.0,0.0,0.0,3.0,0.1111111111111111,7.294698076509737,0.4410800561261057,3.2992156076167314,368.543942394926,0.6013271370992852,0.0,0.0,0.0,0.0,0.2746296296296296,4132.765854688443,0.0,9.541481481481481,11.73653580501214,1.2709971777809317,-0.32333333333333325,0.6143168442955028,345.1085642191362,0.6354985890336754,0.8006780493951269,0.8317831444444445,0.0,14.334146785224318,0.2400274332743652,-0.17072831517109568,4.4532699776894855,0.856467146948143,214.1454216023418,1.1971092994329668,3.333333333333333,0.08405503076047627,-0.2567036645886723,5.139839478628993,5.111111111111111,0.6330913562854127,0.3333333333333333,0.5099603515988724,9.222222222222221,0.00567485944872665,220.63424202231442,1.6629588385661962,0.0034659515416991965,0.012968228903008337,0.7523764148232766,0.028018343586825426
"mp-300767175, Li3Co2(CO3)4, Li2Co(CO3)2, mp-767064, mp-767175",2.489283142890664,252.63802876198483,8.714285714285714,1.0,0.0,0.0,4.0,0.16666666666666666,6.700879473194973,1.2979754710911997,3.1620333622448684,285.21175730019894,0.7256416167017851,0.03571428571428571,0.06185895741317419,0.0,0.0,0.3028571428571428,2657.479645861188,0.06185895741317419,6.114761904761902,9.395123970537519,0.9825115874635862,-0.2061904761892856,0.4723983531746224,281.7056053094097,0.4912557938584453,0.618943515478467,0.5372613254761904,0.0638578760108845,11.914727971312878,0.3960905895146221,-0.15206700309622376,5.153053758233699,0.9772680022741582,252.63802876198483,1.4122895150333552,3.6190476190476177,0.08312287783002183,-0.2384091943602273,6.003770071893455,4.380952380952381,0.690307735852635,0.42857142857142855,0.5489079806707008,8.714285714285714,0.0064025683422639645,260.29321367150163,2.359906989212165,0.004648447637522925,0.015567965015117159,0.7030532890917081,0.03562409049858078
"mp-300767175, LiCo(CO3)2, Li3Co2(CO3)4, mp-762401, mp-767064",2.577533078021729,239.51653263495774,9.0,1.0,0.0,0.0,4.0,0.17500000000000002,7.135255776774929,0.8411496994441598,3.4185804705893714,309.8821571178308,0.7657424835340674,0.025,0.04330127018922194,0.0,0.0,0.273225,2790.084327428249,0.04330127018922194,6.383000000000001,9.887763498385263,1.0734510078464752,-0.21545833333249992,0.4964497761190738,299.62051822294734,0.5367255040560044,0.6762317604852487,0.5640699901249999,0.06705076981142871,11.278602528682356,0.4301162633521313,-0.1473970630076052,7.800532090724733,0.9852719294775668,239.51653263495774,1.3389381217670215,3.7,0.08350154279530085,0.22908570906983394,6.086047822816799,4.6,0.7001370190187317,0.4,0.5369448226633996,9.0,0.006410323928841621,246.77412309032948,2.2,0.004771986819137589,0.016420828867162326,0.7294119729648982,0.03340061711812034
"mp-300767188, Mn2OF3, LiMn2OF3, mp-765034, mp-767188",3.96027817164001,306.7096815277976,14.166666666666664,1.0,0.0,0.0,3.0,0.5555555555555555,18.856180831641268,1.3811850856205845,6.404540451993263,353.38743607100616,1.3649665323307971,0.0,0.0,0.0,0.0,0.24155555555555555,4134.524904300355,0.0,1.4891666666666667,1.9902618243913608,0.7397005399955012,-0.30903735632222223,0.2639838887725684,230.3423443860984,0.36985027000475945,0.4659821404762395,0.2893161532322222,4.8730765031399845e-05,31.938115315036093,0.5931710140017394,-0.10758171377374083,4.606272092,0.8444533349924109,306.7096815277976,1.7145592431336618,5.5,0.07824989377723585,-0.07753397784012961,5.328730977777777,4.0,0.5987095806370102,0.3333333333333333,0.7594727086299268,14.166666666666664,0.017436510382588404,316.0032915877714,4.47213595499958,0.006335038835045152,0.022196525989853,1.0759381596680724,0.026083297925745284
"mp-300767196, Mn5OF11, Li3Mn5OF11, mp-767187, mp-767196",3.2456454680047213,255.64249449846199,13.647058823529413,1.0,0.0,0.0,3.0,0.4901960784313726,16.637806616154062,1.2139793453047731,6.4581255041036165,310.07327479723773,1.3434107063736926,0.0,0.0,0.0,0.0,0.24268627450980398,4377.861861361412,0.0,1.3250000000000002,1.7491115062026017,1.2999243619896328,-0.3081457065588235,0.3694052336486897,202.09446744437687,0.6499621810357892,0.8189010334881475,0.2474326441019608,4.299773385123515e-05,27.8758300193826,0.55666939476778,-0.08174765497857517,5.274592703527219,0.9877980112789132,255.64249449846199,1.4290849890904478,5.352941176470588,0.06649911640610391,-0.2710133723606474,6.153818152502739,3.1764705882352944,0.7322855665926085,0.29411764705882354,0.8487107225276082,13.647058823529413,0.02348436492578512,263.38871772425983,4.501441522284469,0.005407775305983725,0.026630507696803345,0.8808274021929804,0.01955856364885409
"mp-300767198, CrNi3(PO4)4, Li4CrNi3(PO4)4, mp-774119, mp-767198",3.695375764416245,273.1912014887261,12.333333333333336,2.0,0.0,0.0,4.0,0.3020833333333333,8.857278864803167,0.1405989914220187,3.1030148380726112,134.58961724235806,0.7099974623086558,0.0,0.0,0.0,0.0,0.20359375,3100.3429993947498,0.01804219591217581,1.5741666666666667,1.1398967423996498,1.2605714908415004,-0.6461557539666666,0.6509592327044929,70.328710723881,0.6302857455526829,0.7941102781845903,0.4160937670833333,0.03222668346741342,10.212371650220247,0.4448782605013046,0.08862768729181895,4.589493231897976,0.8483664635699929,273.1912014887261,1.5271852434590871,4.291666666666667,0.08785055986142518,-0.06614563211865837,5.308016335676513,4.958333333333333,0.6135717883151182,0.3333333333333333,0.4676788180105115,12.333333333333336,0.004735972704924851,281.46916808503585,1.5937159582421063,0.0016530185352890856,0.01140821061216858,1.0516249506609334,0.029283519953808387
"mp-300767205, LiMn2F9, Li3Mn2F9, mp-766806, mp-767205",2.7306563343775534,350.0313167354003,11.166666666666664,1.0,0.0,0.0,3.0,0.2777777777777777,9.219628149219279,0.6770358404995911,5.6410538211222825,139.6837997004858,1.001348431452565,0.027777777777777776,0.03928371006591929,0.0,0.0,0.3321111111111111,4651.679071471346,0.03928371006591929,0.8643055555555555,0.9106176890535804,1.5654229736484016,-0.32044460408611103,0.4509292121156414,100.9794771281781,0.7827114868979576,0.9861546782677182,0.225991265505,2.4365382515699923e-05,10.403213534857963,0.3356401659331825,-0.059547700717593965,4.990106619387121,0.9912619451107586,350.03131673540025,1.9567345461852788,5.25,0.06856529359669368,-0.4353980296680972,5.802600764675457,1.6666666666666667,0.7127662715404571,0.25,0.8747308463552365,11.166666666666664,0.017825047801736483,360.6376156637999,3.7267799624996494,0.003093325480800931,0.01944937236149528,0.7431282494110097,0.01714132339917342
"mp-300767241, Mn3Sb(PO4)4, Li4Mn3Sb(PO4)4, mp-772129, mp-767241",3.5448415462774285,312.1950762530128,13.083333333333336,1.0,1.0,0.0,4.0,0.26041666666666663,6.022635255157553,0.3284623583203003,2.2657790238590474,93.85418544209948,0.6565378815028393,0.0,0.0,0.0,0.0,0.20216666666666666,3100.571257166016,0.0,1.4187499999999995,1.0957111386243892,1.23804827036759,-0.6921219895989582,0.6090205221045162,64.20229894144228,0.6190241353134124,0.7799215383967923,0.4197963205314583,1.6785774717523748e-05,9.985074582081108,0.4375,0.12096653554965606,4.826874170648686,0.8425057205090306,312.1950762530128,1.7452235318561775,4.208333333333333,0.0768750112527388,-0.07367965771169516,5.60107922302307,5.583333333333332,0.624217289234925,0.3333333333333333,0.5267700082337021,13.083333333333336,0.005486399768719933,321.65489925855536,2.3078970706877047,0.004268199922999642,0.01656062111502653,0.9762015151138672,0.025625003750912933
"mp-300767246, Mn7F18, Li2Mn7F18, mp-765911, mp-767246",3.0835294733461973,391.2542193287191,13.48,1.0,0.0,0.0,2.0,0.7000000000000001,16.8,1.1154800000000002,0.8519011480000014,296.2032000000001,1.6317984643999999,0.0,0.0,0.0,0.0,0.3637,6698.288862863479,0.0,1.8992,1.7156000000000002,1.1629423884203045,-0.456762068966,0.463037931034,193.40000000000003,0.5814711942599999,0.7326077975199998,0.3342626065476,4.34168965517e-05,24.980000000000004,0.3400000000000001,-0.0714266276738289,6.799212576071827,0.9244584051590616,391.2542193287191,2.187177577256572,5.48,0.0638970744977342,-0.06329986838356033,8.036064908730653,2.8,0.7434424114487141,0.28,0.8818371284509247,13.48,0.016228120978492678,403.1096134285986,4.489988864128729,0.001879457563294846,0.017400168690964394,0.8360009009303658,0.017891180859365575
"mp-300767249, MnCo3(PO4)4, Li4MnCo3(PO4)4, mp-775179, mp-767249",3.6174566122068454,280.75635311662603,12.25,2.0,0.0,0.0,4.0,0.2708333333333333,8.937281465859739,0.2002610579205165,3.0644588739547043,137.9233626269797,0.6925337391811857,0.0,0.0,0.0,0.0,0.2031875,3100.345952475124,0.0,1.4498958333333334,1.1780066575914845,1.2619734290245184,-0.639932693621875,0.6571906250301379,74.26925147333668,0.6309867146495566,0.7949934439080372,0.417433315680625,0.08381159734422358,8.671291584478954,0.4335135843059335,0.14179062089477715,4.643864581255686,0.8467677181578093,280.75635311662603,1.5694757267092712,4.166666666666667,0.08548337280200538,-0.07531844336811196,5.375141458340354,5.166666666666667,0.5962443819315386,0.3333333333333333,0.4821695081055658,12.25,0.006060622146592541,289.26355137241296,1.81811868577262,0.004207668210801625,0.018415057448959264,1.0163741633023409,0.028494457600668457
"mp-300767251, Li3V2(SiO5)2, Li2VSiO5, mp-780138, mp-767251",2.9574039837081987,380.54218348122185,9.588235294117649,1.0,1.0,0.0,4.0,0.08823529411764705,7.615134152862308,1.5327701302788643,3.0648435718688734,144.48352715578744,0.6416784155459243,0.04411764705882353,0.076414006216274,0.0,0.0,0.32835294117647057,2736.093035161894,0.076414006216274,2.2738235294117652,2.2862194924096957,0.9722227641432964,-0.43617647058676456,0.4471668793574937,89.80230872774399,0.4861113821883766,0.6124619629372068,0.3533716848529411,0.0,11.893004471676695,0.3752162006521492,-0.025918740862445732,8.386650425,0.8365849745981604,380.5421834812217,2.1272954764255205,4.294117647058823,0.08934620516697005,-0.020908131734854358,5.060529388888889,4.0,0.5390181868086054,0.4117647058823529,0.4838464551904096,9.588235294117649,0.004534271764329253,392.07299218288597,2.275185835978084,0.002428297841995325,0.008568316671711613,0.8314778281079207,0.03678961389228179
"mp-300767251, LiVSiO5, Li3V2(SiO5)2, mp-780114, mp-780138",2.923821668567997,377.0289344065796,10.0,1.0,1.0,0.0,4.0,0.09375,8.235012427889833,1.0024760727155475,3.3919907481229314,159.79226856076886,0.6867906349666643,0.03125,0.05412658773652741,0.0,0.0,0.29290625000000003,2906.7622239520147,0.05412658773652741,2.3690625,2.465951796308831,1.0776621655350531,-0.4621354166656249,0.4763458267694057,100.92695924209482,0.5388310828959737,0.6788846235925572,0.375389413125,0.0,9.111880551647943,0.4192627457812106,-0.019320850501667708,8.385644620999999,0.8371984256561847,377.02893440657954,2.107655817043549,4.1875,0.08487412259317985,-0.023340961563026747,4.996161666666667,4.25,0.5404091646837963,0.375,0.49523518364877395,10.0,0.004322046036539899,388.4532881480332,2.1065374432940898,0.002298168333061321,0.008648158370507255,0.8237798720294347,0.031827795972442445
"mp-300767260, MnNi3(PO4)4, Li4MnNi3(PO4)4, mp-775024, mp-767260",3.6748765010092193,276.0444763056787,12.375,2.0,0.0,0.0,4.0,0.3020833333333333,8.937281465859739,0.16591346472718174,3.062050909623657,137.1696791766193,0.7149825968340148,0.0,0.0,0.0,0.0,0.20390625,3100.34424696758,0.0,1.4898958333333332,1.1993781800012848,1.2617367254472978,-0.645713943621875,0.6513975195490753,72.12265193920047,0.6308683628553987,0.7948443299916027,0.417648408024375,0.03222481881311842,10.238603081258477,0.4529753105241437,0.06671368692330344,4.6007509014978085,0.8478571962668722,276.0444763056787,1.5431355345820654,4.208333333333333,0.0869425112981559,-0.0689512894095919,5.321914693207173,5.041666666666667,0.6033111200641712,0.3333333333333333,0.4755315994935853,12.375,0.004996982704609295,284.4088999822171,1.7906974122453585,0.0029965930638674496,0.01872938897744068,1.0442711181632158,0.0289808370993853
"mp-300767267, LiMnVO4, Li2MnVO4, mp-772054, mp-767267",3.927184267805609,149.52871660161932,11.857142857142858,2.0,0.0,0.0,4.0,0.2857142857142857,9.832980219648569,1.0971218765432562,3.1468573545372123,171.58387414715563,0.6144577841938993,0.03571428571428571,0.061858957413174175,0.0,0.0,0.2936428571428571,2657.7282259544304,0.061858957413174175,1.3675,1.178379800438565,0.9346336228998194,-0.2557471264357142,0.4379786283182643,113.87913455105343,0.4673168115712345,0.5887822877774562,0.333666707155,1.918374253431285e-05,10.971379743194916,0.38299304624155744,-0.11589262500829366,5.5921572200000025,1.2040144051587442,149.52871660161932,0.8358909372738045,5.285714285714286,0.0936275005776943,-0.010132700847709527,6.545873111111113,4.571428571428571,0.8646607125152591,0.42857142857142855,0.446671102542186,11.857142857142858,0.015766418516660382,154.05958624336503,2.7701027756664733,0.009175745486468163,0.034576263939838904,1.0775051656816277,0.0401260716761547
"mp-300767267, MnVO4, LiMnVO4, mp-771856, mp-772054",3.839687939205177,146.93257135852198,13.333333333333336,2.0,0.0,0.0,3.0,0.4444444444444444,11.331154474650633,0.6378826084964396,0.9103480136756712,227.21174330631828,0.4217110146169533,0.0,0.0,0.0,0.0,0.2577777777777778,4133.047014924678,0.0,1.9605555555555558,1.4095063053038668,1.2044532965158274,-0.3931992337166666,0.5587112613086969,135.9339718074846,0.6022266484008737,0.7587580310289083,0.5187953150188889,2.4365382515699923e-05,13.773520847742956,0.20786985482077447,-0.141484618339781,5.53083466542564,1.1942271151504835,146.93257135852198,0.8213780441662359,4.333333333333333,0.0816701149993453,-0.01269583172483002,6.470166253611901,5.333333333333333,0.8760041195157021,0.3333333333333333,0.4784593839993883,13.333333333333336,0.01502063182900246,151.38477520325657,2.211083193570267,0.009715104038515892,0.035187190450697146,1.0569094533130972,0.02722337166644844
"mp-300767273, LiMn3F10, Li2Mn3F10, mp-767065, mp-767273",2.8529022807210715,421.102377121586,12.0,1.0,0.0,0.0,3.0,0.35714285714285715,11.940945012872872,0.705975607905058,5.786361027612902,195.5698425388168,1.1305845779546029,0.023809523809523808,0.03367175148507369,0.0,0.0,0.3156904761904762,4430.3397105895865,0.03367175148507369,1.0542857142857145,1.2107389378021194,1.4534672254532297,-0.30454980842857143,0.4299081265342045,136.81725624187746,0.7267336127959683,0.9156269763620344,0.21799890181000006,3.1326920377328466e-05,15.709342656903827,0.41376540945197066,-0.054220958506644976,5.840543973121778,0.9390207303188902,421.102377121586,2.3540338518265416,5.071428571428571,0.06649214424148331,-0.13211890814066315,6.852523423607134,2.142857142857143,0.6563108870035376,0.2857142857142857,0.8754596900858698,12.0,0.014731730324750713,433.86220025074687,4.103259033241449,0.0025000669943224963,0.016166827325711428,0.7744394413844107,0.01899775549756666
"mp-300767273, Mn3F10, LiMn3F10, mp-765801, mp-767065",2.8903160088913253,407.6759521039,12.692307692307693,1.0,0.0,0.0,2.0,0.576923076923077,13.846153846153848,0.8703846153846155,0.9680729615384608,236.66153846153847,1.4844020284615391,0.0,0.0,0.0,0.0,0.3721923076923077,7155.873991795495,0.0,1.5876923076923082,1.3915384615384616,1.4310298328841518,-0.48875994695,0.4939323607423077,154.69230769230768,0.7155149165000001,0.9014923047692308,0.3519846825392308,3.5783156498653845e-05,19.26923076923077,0.19230769230769235,-0.0584599043841568,5.939816362445343,0.9483755351111096,407.6759521039,2.2789778542406567,5.461538461538462,0.06377614344388324,-0.09559321181491202,6.975081928944866,2.3076923076923075,0.6589062043446675,0.2307692307692308,0.8863387349815736,12.692307692307693,0.015772203927718158,420.02894112860037,4.213250442347431,0.0016925771564604108,0.01669926661662948,0.7856601478776766,0.014717571563973056
"mp-300767275, LiCoCuO4, Li2CoCuO4, mp-767935, mp-767275",4.74094004472141,135.49117836623995,13.0,2.0,0.0,0.0,4.0,0.6071428571428571,11.232866772038534,1.1787666001817672,3.427436583020187,170.25314091022204,0.6200694612295308,0.03571428571428571,0.06185895741317419,0.0,0.0,0.2878571428571428,2657.612804523303,0.07142857142857142,1.2028571428571426,0.9410935887876096,0.9422184754454782,-0.2492261904749999,0.4419390565196018,90.79558168529692,0.471109237854053,0.5935604454865805,0.3332351223214285,0.09578681401632673,10.570945934928607,0.4087686836521285,-0.4203278301367489,5.524118381388644,1.2304913279264438,135.49117836623995,0.7574187129461604,6.0,0.10332776029268302,0.0006635173923776883,6.393289959372963,3.571428571428572,0.9255294530384864,0.42857142857142855,0.3980457597891901,13.0,0.015471859063960081,139.5966965619154,1.6781914463529617,0.007446038290860722,0.029028162871411963,1.303755779917596,0.04428332583972129
"mp-300767292, Li6Fe7O15, Li8Fe7O15, mp-762600, mp-767292",4.191226328076452,266.46109872786144,11.428571428571427,1.0,0.0,0.0,3.0,0.5,19.502863328356053,1.9829080247691464,5.108067226286798,301.956035458431,0.745425259408239,0.07142857142857142,0.10101525445522108,0.0,0.0,0.4572023809523809,3322.5555166738936,0.10101525445522108,1.4044047619047622,1.463996090211376,0.6767014701223784,-0.3229166666642855,0.4441060618393432,185.67261232648337,0.3383507352204685,0.4262952133926535,0.4104966333928571,0.2487439964463643,22.281332241136507,0.3883215816738117,-0.4681324131255759,8.373812547656742,0.8972877706932045,266.4610987278615,1.4895628252869508,6.0,0.10508100482088227,0.37372183304079615,4.385390966363016,4.142857142857143,0.5330108634464709,0.4642857142857143,0.3913725517141027,11.428571428571427,0.009600255455065756,274.53513648041456,2.721794126179664,0.005261284356761811,0.017267157017347143,1.1656067201541216,0.04878760938112392
"mp-300767296, TiMn3(PO4)4, Li4TiMn3(PO4)4, mp-772362, mp-767296",3.2962260244557955,298.5171123142052,11.875,2.0,0.0,0.0,4.0,0.17708333333333334,5.803008977629143,0.25816934311072304,3.128624826437893,88.74748900986187,0.7367394829505213,0.0,0.0,0.0,0.0,0.20546875,3100.4404748088805,0.0,1.36,1.131703216456898,1.252335895330199,-0.6439969895989582,0.6531035310104801,59.78002528948203,0.626167947790958,0.7889221781110205,0.4186141517814583,1.6654669100367126e-05,9.88999279399524,0.38117030132358304,0.115758565799703,4.7537162568929485,0.8442227323721712,298.5171123142052,1.6687613889537485,4.166666666666667,0.08039740105330619,-0.07250120813732945,5.5107608109789465,5.458333333333332,0.6124345764320187,0.3333333333333333,0.5044418763394714,11.875,0.0059642196759959396,307.56247933443814,2.2542398324539965,0.004596688846057635,0.01731942377347235,0.9266409889032532,0.0267991336844354
"mp-300767299, LiCo2CuO6, Li3Co2CuO6, mp-767908, mp-767299",4.600521424541777,102.63486459476843,13.4,2.0,0.0,0.0,4.0,0.6000000000000001,14.494891341434748,0.7837777375474505,4.177429093752243,221.08788139561162,0.7037491216001416,0.025,0.04330127018922194,0.0,0.0,0.257925,2790.2137180078607,0.05,1.258,1.2373730237887035,1.0549661238745829,-0.2583333333324999,0.4660665188580023,128.50873056041758,0.5274830620677515,0.6645870132755899,0.35062416475,0.13410153962285742,11.174189008603713,0.4527692569068708,-0.4551601541739644,6.267622495076263,0.950426766360572,102.63486459476843,0.5737463352384707,6.0,0.09743277822290544,0.0847654384608605,3.130686373571724,3.9,0.5804725109552579,0.4,0.42087919307835736,13.4,0.020708954559621292,105.74480362685446,1.57797338380595,0.010531623664847226,0.03832089620601712,1.2672017480201736,0.03897311128916217
"mp-300767303, LiMn(SiO3)2, Li2Mn(SiO3)2, mp-767360, mp-767303",3.2554703531108,218.36012266832557,10.4,1.0,1.0,0.0,4.0,0.125,8.235707316314732,0.7259778866294759,3.1555055732392225,219.472028513886,0.8062727012600328,0.025,0.04330127018922194,0.0,0.0,0.274825,2790.674312922877,0.04330127018922194,2.9412500000000006,4.123471315227015,1.0460558329356064,-0.5592729885049998,0.5573845991638864,121.98754414975124,0.5230279165868628,0.6589738817101695,0.3745640905085,1.3428619774018998e-05,13.659612000346133,0.40311288741492746,0.030772418787587737,6.307785387196926,0.9257906642360854,218.36012266832557,1.2206701946539156,4.3,0.09159181518861237,0.13592853886884662,5.914570553438913,5.0,0.6956673489543659,0.4,0.4735484589293668,10.4,0.00784623950141435,224.97665274529854,2.7202941017470885,0.0062808882811481465,0.023677145390031056,0.924540379909918,0.036636726075444936
"mp-300767303, Mn(SiO3)2, LiMn(SiO3)2, mvc-11572, mp-767360",3.375607144412413,203.75987931106715,11.222222222222221,1.0,1.0,0.0,3.0,0.1851851851851852,9.13246518958367,0.2936054854221202,2.119014180068977,269.6720986089876,0.6087595847077583,0.0,0.0,0.0,0.0,0.2744814814814815,4133.534387364268,0.0,4.246296296296296,4.915351808560649,1.20793343259979,-0.825466155811111,0.587243576476561,139.2259814455083,0.6039667164236114,0.7609503793992042,0.5547485737162963,1.6243588343799945e-05,17.494580779571404,0.3186046395200973,0.03409320555276313,5.085395511781111,0.9124935912381744,203.75987931106715,1.1390523530667456,4.111111111111111,0.0883392749390107,-0.1113170723308962,5.920241372569272,5.5555555555555545,0.7034530346360218,0.3333333333333333,0.4657988248885763,11.222222222222221,0.007564706016835691,209.93400741407186,2.266230894930126,0.006574220678291157,0.02537371139639336,0.9622071358909332,0.029446424979670236
"mp-300767309, Mn2OF3, LiMn2OF3, mp-767172, mp-767309",3.695726826613162,328.6648915819167,14.166666666666664,1.0,0.0,0.0,3.0,0.5555555555555555,18.856180831641268,1.3811850856205845,6.404540451993263,353.38743607100616,1.3649665323307971,0.0,0.0,0.0,0.0,0.24155555555555555,4134.524904300355,0.0,1.4891666666666667,1.9902618243913608,0.7397005399955012,-0.30903735632222223,0.2639838887725684,230.3423443860984,0.36985027000475945,0.4659821404762395,0.2893161532322222,4.8730765031399845e-05,31.938115315036093,0.5931710140017394,-0.10758171377374083,9.754558094,0.8409015558450673,328.6648915819167,1.8372925984869064,5.333333333333333,0.07302270675910699,0.34686956722059925,5.605070788888887,4.0,0.5947625331464089,0.3333333333333333,0.7755402209838043,14.166666666666664,0.016271730517547232,338.6237664617406,4.47213595499958,0.005911850621497396,0.02071377135721383,1.0040641965348145,0.024340902253035663
"mp-300767311, LiNi(CO3)2, Li2Ni(CO3)2, mp-763540, mp-767311",2.6122402655723005,236.0293637091887,9.1,1.0,0.0,0.0,4.0,0.2,7.135255776774929,0.8468708236059383,3.416410511878658,309.91537845031183,0.7819133174070343,0.025,0.04330127018922194,0.0,0.0,0.2738,2790.0829630222142,0.04330127018922194,6.415000000000001,9.872492441121443,1.0732141665360675,-0.2200833333325,0.4943209357293629,299.8861107823894,0.5366070833952582,0.6760825598023421,0.564242064,0.025781346773930743,11.174189008603713,0.4493050188902857,-0.22489080447213766,6.110399430510817,0.9245564684238288,236.0293637091887,1.319444254849412,3.8,0.08473521974427707,0.10984567995307264,5.784571038135562,4.5,0.6751291856594256,0.4,0.5318196638575287,9.1,0.005413070569994881,243.181289458941,2.1563858652847827,0.00346351764122441,0.013814408020135484,0.7484128421431421,0.03389408789771083
"mp-300767327, Mn3Sn(PO4)4, Li4Mn3Sn(PO4)4, mp-775053, mp-767327",3.626397997275157,303.7773112503441,13.041666666666664,1.0,0.0,0.0,4.0,0.26041666666666663,5.9489655379924855,0.3230904021881664,2.2924962800260293,89.5853194305031,0.6470676280770058,0.0,0.0,0.0,0.0,0.202375,3100.537667184957,0.0,1.2870833333333334,1.1870362764160909,1.236734586667919,-0.7294657395989582,0.580781670779539,67.22389958708469,0.6183672934605241,0.7790939695160312,0.41811584594812495,1.6785774717523748e-05,10.090605160246833,0.4253011596373667,0.12690097207493575,4.786542791902028,0.8434839665989462,303.7773112503441,1.6981667949446884,4.166666666666667,0.07900524203475323,-0.07221924752712176,5.551287397409912,5.583333333333332,0.6001058399367067,0.3333333333333333,0.513656656066263,13.041666666666664,0.005696149251496678,312.9820675585408,2.3078970706877047,0.004395912667214446,0.017019521143704596,1.0000572954278155,0.02633508067825108
"mp-300767349, VF5, LiVF5, mp-764952, mp-767349",2.3740434411784443,408.29629145469636,11.333333333333336,1.0,0.0,0.0,2.0,0.25,13.333333333333332,0.8012499999999998,3.670876333333333,271.29999999999995,1.1991528608333333,0.0,0.0,0.0,0.0,0.3840833333333333,7751.823977905332,0.0,1.8979166666666665,1.6854166666666663,1.7458655259913365,-0.5322916666666667,0.5322916666666667,159.625,0.8729327630833333,1.09982636325,0.362547428125,0.0,12.833333333333332,0.16666666666666655,-0.02105688785109061,5.31314498356668,0.8309592105745094,408.29629145469636,2.28244565663442,5.666666666666668,0.05878084249673617,-0.11779440183497185,6.201413559958862,1.0,0.6347303644537585,0.16666666666666666,0.9088156113428312,11.333333333333336,0.015028520016495569,420.66807738206506,2.23606797749979,0.003679169899569958,0.016673894815737462,0.6465905416278125,0.009796807082789363
"mp-300767356, Co(SiO3)2, LiCo(SiO3)2, mvc-12012, mp-767356",3.432352606083233,204.25684332226643,11.444444444444445,1.0,1.0,0.0,3.0,0.25925925925925924,9.993138935727435,0.2843336203859049,2.01754083398674,263.6464604952762,0.6835391137396227,0.0,0.0,0.0,0.0,0.2723333333333333,4133.489319076028,0.0,4.368148148148149,4.8482079616036975,1.209604715074323,-0.8190740740740741,0.596256209832703,138.20213263557324,0.6048023576841526,0.7620032214033098,0.5529022064814815,0.08110625822163486,17.700759091857716,0.4090874450810096,-0.034662221173710615,6.0470388777416435,1.2084369069294494,204.25684332226646,1.1418304663452896,4.111111111111111,0.08812434240746822,0.08239451918911016,5.928612765421603,5.111111111111111,0.8102819911504803,0.3333333333333333,0.4762081997514378,11.444444444444445,0.006873354852353231,210.4460299317745,1.6629588385661962,0.004766811387971436,0.019255462530816427,0.9788733009921078,0.02937478080248941
"mp-300767384, Ba2Ti11O24, Ba2LiTi11O24, mp-768357, mp-767384",4.221203263311674,466.22532718655714,14.756756756756756,1.0,0.0,0.0,3.0,0.1981981981981982,15.295358698881733,1.5653938280394144,2.7872561522347743,458.4450875306482,0.7820336330654848,0.01801801801801801,0.02548132544816388,0.0,0.0,0.2540900900900901,4022.852883313891,0.0,1.5781081081081083,1.8613625684298296,1.1718092053230968,-0.36891891891891904,0.5535627353536746,251.02071211855625,0.5859046027806973,0.7381935421928365,0.5079505963063063,3.157985600537772e-06,22.514578779292325,0.9723054099626698,-0.13571727521702845,6.886227346846616,0.8598058029035978,466.22532718655714,2.6062788110530306,5.486486486486489,0.07936076794299655,-0.0057419454376208545,8.14349055166249,4.081081081081081,0.7391948205606044,0.35135135135135137,0.4481724812470712,14.756756756756756,0.004945853588181853,480.3524208256373,1.0749828000730457,0.0036646428537369883,0.017888934794737497,1.1366654488001269,0.027883513061052845
