,density,nelements,energysStab,atomMean,transition,other,NdValenc wmean,BulkModulus wstd,Number wstd,AtomicWeigh wstd,BoilingT wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,BCCenergy_p wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,IsNonm wmean,MeltingT wstd,BCCenergydiff wmean,phi wmean,SpaceGroupNumber wstd,numberDensity,oxidation flexibility,ShannonRadii,avgIonicRadVol,deltaShannon,oxidation flexibility Std,deltaShannonstd,deltashannonmax,chargedensityvoldens,HeatFusion wmean,numberDensity,NfValenc wmean,atomMean,AtomicWeigh wstd,AtomicWeigh wmean,metalloid,GSmagmom wmean,AtomicVolum wmean,deltashannonmax
"mp-300763841, SrVPO6, SrLiVPO6, mp-25164, mp-763841",3.6974144601398073,4.0,0.0,13.777777777777779,1.0,4.0,0.08333333333333333,7.538123272349412,1.42508392648674,2.9503178770575618,142.14737513480875,0.027777777777777776,0.048112522432468816,0.0,0.0,0.545996200676232,1.3552777777777776,0.9091660725801772,-0.5661177248666667,0.1944444444444444,84.52707082444353,0.402905230625,0.3388888888888889,10.908995042601594,0.07547016015880757,4.2222222222222205,0.47527549565454996,0.47527549565454996,0.004210674002472175,1.9876159799998128,0.0036352302260798603,0.014014897853481742,1.009230405,1.355277778,0.07547016,0.0,13.77777778,2.950317877,7.3758795,0,0.0,3101.404587,0.014014898000000001
"mp-300763842, Na3MnBPO7, Na3LiMnBPO7, mp-770015, mp-763842",2.880593894027712,5.0,0.00899909453983394,10.307692307692307,1.0,5.0,0.07692307692307693,9.302096728711,1.3362492769605208,2.6585019302900896,114.52674327616144,0.04615384615384616,0.09230769230769233,0.0,0.0,0.3828225650092522,1.3998461538461542,1.304437251989799,-0.3380819123384615,0.12307692307692307,58.10168081651461,0.2873145591076923,0.36000000000000004,18.410403542016173,0.08121183981327053,4.153846153846153,0.4872111092900492,0.4872111092900492,0.009961630604449802,2.281907226798665,0.01003218006062878,0.0271591577371052,0.8124874740000001,1.399846154,0.08121184,0.0,10.30769231,2.65850193,4.272121767,1,4.77e-06,2004.791073,0.027159158
"mp-300763851, BaCaVP2O9, BaLiCaVP2O9, mp-565627, mp-763851",3.789128142131697,5.0,0.0027220920535713233,14.357142857142858,1.0,5.0,0.042857142857142864,4.257330772458541,1.452935101153271,3.1800728728298133,71.87634597142569,0.028571428571428567,0.03499271061118826,0.0,0.0,0.5275463343501606,1.0888571428571427,0.9051018208590946,-0.4820782312914286,0.15714285714285714,42.46026079687659,0.3161339813571429,0.2888571428571428,6.4509135565659,0.07355967733933659,4.142857142857143,0.4806836716937314,0.4806836716937314,0.002768598482154364,2.1992577597629506,0.002675859317971325,0.010955498205371127,1.025046851,1.088857143,0.073559677,0.0,14.35714286,3.1800728730000003,6.204123200000001,0,0.0,2392.970773,0.010955498000000001
"mp-300763869, Fe5Co3O16, Li4Fe5Co3O16, mp-771671, mp-773387",4.682092133022004,3.0,0.16413755747395786,14.125,2.0,3.0,0.7083333333333334,14.634170650135387,0.9434226498745386,1.8269035742606408,242.89747125733916,0.0,0.0,0.0,0.0,0.3836841518848029,1.6829166666666666,1.1406312721796097,-0.3863194444444444,0.2222222222222222,139.2724260484013,0.5146326728472223,0.5548611111111111,16.299651117223643,0.0950414391351134,5.083333333333333,0.4027357817879928,0.3951313138007797,0.0092374775439015,1.6308654825650772,0.005698597074115513,0.018220337393496298,1.302978768,1.682916667,0.095041439,0.0,14.125,1.8269035740000001,9.889097013999999,0,0.211093439,4132.875404,0.018220337
"mp-300763904, MnVP2(O4F)2, LiMnVP2(O4F)2, mp-777435, mp-778336",3.1400837997322584,5.0,0.00795645853174598,11.428571428571427,2.0,5.0,0.11428571428571427,4.764151850764504,1.1754287103270975,2.256558342006039,89.93624369223672,0.0,0.0,0.0,0.0,0.411129367653682,1.0537142857142858,0.9684274439965621,-0.4793294628185715,0.17142857142857146,54.51479784126021,0.3100235741477143,0.2828571428571429,6.647601992064352,0.07930655129575626,4.571428571428571,0.5992858852490722,0.5685631864604841,0.013553750977891006,2.6649654437396615,0.011912559137900165,0.03856501652104235,0.879704655,1.053714286,0.079306551,0.0,11.42857143,2.256558342,4.7688439339999995,0,4.43e-06,2657.4754329999996,0.038565017
"mp-300763959, Mn3FeO8, Li2Mn3FeO8, mp-773229, mp-770175",4.398761332235779,3.0,0.05982767161458202,13.75,2.0,3.0,0.5833333333333334,12.253747222284876,1.7493384993148653,3.771600107964793,215.59283698217968,0.0,0.0,0.0,0.0,0.6295772355239017,1.5083333333333335,1.282897292445098,-0.3925766283527777,0.2222222222222222,142.69077742784555,0.5229662730838889,0.5077777777777778,19.71631366892295,0.09117326676311427,5.833333333333332,0.45035599838975576,0.4064673506213979,0.009719208582120416,2.6404965862924765,0.006655407241476717,0.01964078966725856,1.216763274,1.5083333330000002,0.09117326699999999,0.0,13.75,3.7716001080000003,9.684842639,0,0.058655365999999994,4132.944245000001,0.01964079
"mp-300763961, TiV3O8, Li2TiV3O8, mp-849354, mp-776619",3.760959642514794,3.0,0.029623602708333863,12.916666666666664,2.0,3.0,0.3055555555555555,17.109848438260546,1.7563816621708042,3.732272850784174,362.7073111756186,0.0,0.0,0.0,0.0,0.6587202836396455,2.2336111111111108,2.2609374421429598,-0.3902777777777777,0.2222222222222222,216.65046791298096,0.5136189269444444,0.4597222222222222,21.55122379155253,0.08268918828897323,4.583333333333333,0.47956055270479403,0.47956055270479403,0.012789636184440144,0.8620067027323832,0.005281155589221032,0.02309518922351951,1.03665694,2.233611111,0.082689188,0.0,12.91666667,3.7322728510000003,9.130186111,0,6.26e-07,4133.24301,0.023095189
"mp-300764017, Co3NiO8, Li2Co3NiO8, mp-773140, mp-769860",5.224350268222875,3.0,0.07500227486111033,14.416666666666664,2.0,3.0,0.8055555555555555,18.708286933869708,1.841312602130728,4.038174170076405,311.8750537247288,0.0,0.0,0.0,0.0,0.5857249500112893,1.884444444444444,1.6219840007735686,-0.3779166666666666,0.2222222222222222,171.5149174666164,0.5217893226388889,0.5694444444444444,17.129814813813823,0.10386618359316672,4.583333333333333,0.3784383712605468,0.3557662577256501,0.008563430950215476,0.8620067027323833,0.00488331592151005,0.01702133047259734,1.4533657119999999,1.884444444,0.103866184,0.0,14.41666667,4.03817417,10.09689403,0,0.145578008,4132.819617,0.01702133
"mp-300764036, Mn3CrO8, Li2Mn3CrO8, mp-773120, mp-761312",4.465686625272821,3.0,0.04336565604166687,13.583333333333336,2.0,3.0,0.5555555555555555,12.272623352430287,1.8261644348770667,3.914539039585948,216.7084284539089,0.0,0.0,0.0,0.0,0.5854415628957197,1.7080555555555554,1.258094593491618,-0.3931321839083333,0.2222222222222222,140.67234256584683,0.5229915219727778,0.5,19.71631366892295,0.09359363775032443,5.833333333333332,0.4288703974876949,0.3838166405431744,0.009494825662454591,2.6404965862924765,0.006446089801389402,0.02016219247714188,1.233924435,1.708055556,0.093593638,0.0,13.58333333,3.91453904,9.57792875,0,2.58e-05,4132.953011,0.020162192
"mp-300764273, Na2MnPCO7, Na2LiMnPCO7, mp-780530, mp-764273",2.715642522852096,5.0,0.0,10.333333333333334,1.0,5.0,0.08333333333333333,3.638384867553795,1.4096886969193667,2.809274161575586,114.64228381748545,0.03333333333333333,0.06666666666666668,0.0,0.0,0.4345987904852063,2.593166666666667,3.6287665642443545,-0.33199151614499994,0.15000000000000002,108.74555221862332,0.3549395721583334,0.3606666666666667,12.863816610080304,0.07668989755005927,4.833333333333333,0.5183177155620213,0.5183177155620213,0.008682801061246966,2.3746344747958346,0.009319047605809412,0.027784156205462058,0.7691560759999999,2.5931666669999998,0.07668989799999999,0.0,10.33333333,2.809274162,4.264964093,0,5.17e-06,2171.225146,0.027784156
"mp-300764280, MnF4, LiMnF4, mp-765253, mp-764361",3.281098044920036,2.0,0.07886305774999869,12.2,1.0,2.0,0.5,12.0,1.1,2.10555678,199.44799999999998,0.0,0.0,0.0,0.0,0.5558622240000001,1.3930000000000002,1.1890000000000005,-0.50875862069,0.4,130.5,0.363060980034,0.4450000000000001,15.700000000000005,0.07545629661016277,2.0,0.911640458791264,0.8686858800465797,0.0488982487980311,4.0,0.004943127037209149,0.05136981231663567,0.893493085,1.393,0.075456297,0.0,12.2,2.10555678,13.09316578,0,3.1e-05,7441.864697,0.051369812
"mp-300764301, K2VPO6, K2LiVPO6, mp-565565, mp-764301",2.482162366816328,4.0,0.0,12.4,1.0,4.0,0.07500000000000001,6.691315266821612,1.2825755338380658,2.49327442986,129.52995510209215,0.05,0.08660254037844388,0.0,0.0,0.4763777533409293,1.15075,0.865798294927866,-0.5268392857149999,0.175,76.82783231355678,0.3625440509790001,0.35750000000000004,17.508051719137686,0.05836567848786736,4.2,0.5192941858542479,0.5192941858542479,0.004268598858172357,1.6613247725836149,0.0044410055914208355,0.013032050453668285,0.702449491,1.15075,0.058365678,0.0,12.4,2.49327443,6.40270655,0,0.0,2793.673444,0.01303205
"mp-300764302, RbV(PO4)2, RbLiV(PO4)2, mp-565681, mp-764302",2.9621372699042365,4.0,0.0,12.833333333333336,1.0,4.0,0.0625,5.5245958091218474,1.2943520472507557,2.462791621070132,99.90950141113815,0.02083333333333333,0.03608439182435162,0.0,0.0,0.5537113416896591,1.3027083333333334,1.2272724634948742,-0.6896453373,0.2083333333333333,62.84012008412699,0.412763875,0.36354166666666665,7.935613292829567,0.06559202768143632,4.5,0.5104835495868841,0.5104835495868841,0.0030970470175850314,2.0207259421636903,0.0042648680605152055,0.017061806519314503,0.81700819,1.302708333,0.065592028,0.0,12.83333333,2.462791621,6.799000500000001,0,0.0,3102.093571,0.017061807
"mp-300764310, KMnPCO7, KLiMnPCO7, mp-773432, mp-764256",2.4626028607062302,5.0,0.0,11.0,1.0,5.0,0.09090909090909093,4.0727126623114565,1.5506863316523924,3.0940363333771868,128.8314725420593,0.01818181818181818,0.03636363636363636,0.0,0.0,0.5013282036513844,2.776818181818182,3.9908984054526657,-0.37926347216,0.16363636363636366,122.9415319338747,0.3870160850212727,0.33618181818181825,8.009374672508965,0.06551031596651889,5.090909090909091,0.5414003583820689,0.5414003583820689,0.0065370992880771075,2.3141676475196102,0.007305775196937275,0.026595136202392185,0.69942034,2.776818182,0.065510316,0.0,11.0,3.094036333,4.527574673,0,5.64e-06,2368.554181,0.026595136000000002
"mp-300764313, KMnP3HO10, KLiMnP3HO10, mp-542842, mp-764313",2.5445618200058058,5.0,0.0,10.625,1.0,5.0,0.0625,2.88113042051206,1.6844880527923016,3.37328134621782,48.470238480690405,0.0125,0.025000000000000005,0.0,0.0,0.5389253750983366,0.9140625,1.311337342181637,-0.5961245894899999,0.175,32.55526729031341,0.33086849382712497,0.35687499999999994,5.172855835996206,0.07046202871200373,4.875,0.5530184420945238,0.5445387548216637,0.0040476124269896345,2.2325713874364688,0.00464876432151107,0.019666196321043758,0.726641103,0.9140625,0.07046202900000001,0.0,10.625,3.373281346,4.349494638,0,3.88e-06,2558.909082,0.019666196
"mp-300764317, Mn2F5, LiMn2F5, mp-766778, mp-764317",3.1737457192199687,2.0,0.0689820430952377,13.571428571428573,1.0,2.0,0.7142857142857142,17.142857142857142,0.3571428571428568,1.063148142857143,303.1142857142857,0.0,0.0,0.0,0.0,0.9715061335714286,1.9353571428571428,1.7532142857142856,-0.4530480295571429,0.35714285714285715,197.89285714285717,0.33220557987000005,0.6357142857142857,25.642857142857146,0.06530504849804235,2.8571428571428568,0.91855620377484,0.8787249517669898,0.029573681640190363,4.5175395145262565,0.003451174945490041,0.03175639632648155,0.860217355,1.935357143,0.065305048,0.0,13.57142857,1.063148143,14.63343614,0,4.429999999999999e-05,6645.176303,0.031756396
"mp-300764324, VF4, LiVF4, mp-766158, mp-782719",2.9619960856502794,2.0,0.04613312299999972,11.8,1.0,2.0,0.30000000000000004,16.0,1.2999999999999998,2.50521128,334.048,0.0,0.0,0.0,0.0,0.5627472169999999,2.252,2.048,-0.511,0.4,196.9,0.348045531,0.425,16.900000000000002,0.07026250867505716,1.2,0.929829153573068,0.8898312130794536,0.0843393058234751,2.4000000000000004,0.022657144051801973,0.09566787784937608,0.804713965,2.252,0.070262509,0.0,11.8,2.50521128,12.69351128,0,0.0,7442.027917,0.09566787800000001
"mp-300764332, Mn5O5F, LiMn5O5F, mp-767352, mp-764332",3.9985291960601295,3.0,0.05944499545454464,15.818181818181818,1.0,3.0,0.7575757575757575,25.712973861329,4.457945517490606,9.912592672327774,488.8338700194953,0.0,0.0,0.0,0.0,1.674455939496705,1.9971212121212119,2.737432850940237,-0.30425548589393936,0.1818181818181818,318.57102242185397,0.3971541743696969,0.6742424242424243,44.921623409783756,0.07088225114798277,6.363636363636362,0.6293827481195619,0.6293827481195619,0.02300874349663112,3.4973425566675167,0.013532770623471396,0.04386895704270967,1.0882531770000001,1.997121212,0.070882251,0.0,15.81818182,9.912592672,11.32380692,0,4.7e-05,3382.535089,0.043868957
"mp-300764358, FeF3, LiFeF3, mp-556197, mp-764358",3.4130682574628235,2.0,0.0,13.25,1.0,2.0,0.75,21.25,0.125,0.14377619999999958,359.92,0.0,0.0,0.0,0.0,0.72520537125,1.821875,1.630625,-0.4790625000000001,0.375,206.3125,0.3262926853125,0.61625,23.0,0.07286047890947434,2.0,0.9502907136710008,0.8725215781094506,0.056978474402136575,3.4641016151377544,0.00870318466979868,0.062003260414051874,0.937009035,1.821875,0.072860479,0.0,13.25,0.14377620000000002,14.1050262,0,0.26383285,6977.075382999999,0.06200326
"mp-300764362, NiF3, LiNiF3, mp-614777, mp-764362",4.24079581215216,2.0,0.0,13.75,1.0,2.0,1.0,22.5,0.125,0.21227380000000007,366.42,0.0,0.0,0.0,0.0,0.36941220625,2.280625,2.089375,-0.4778125000000001,0.375,195.9375,0.3396908765625001,0.65,22.5,0.08830142103571682,1.25,0.9750082098168684,0.8653251545257195,0.060098440165338975,2.165063509461097,0.02605844209922355,0.07514328872598798,1.1784367279999999,2.280625,0.08830142099999999,0.0,13.75,0.21227379999999998,14.461076199999999,0,0.07442433799999999,6976.970873,0.075143289
"mp-300764394, Mn5OF11, Li3Mn5OF11, mp-767182, mp-764394",3.500268437936765,3.0,0.05052466556372704,13.647058823529413,1.0,3.0,0.4901960784313726,16.637806616154062,2.9507035242406463,6.4581255041036165,310.07327479723773,0.0,0.0,0.0,0.0,1.0813402443563689,1.3250000000000002,1.7491115062026017,-0.3081457065588235,0.23529411764705885,202.09446744437687,0.2474326441019608,0.4362745098039216,27.8758300193826,0.07171601476548882,3.1764705882352944,0.8488494432859917,0.8368419816165514,0.02532672842584027,4.501441522284469,0.0058320187493014035,0.02871968811635382,0.9499288770000001,1.325,0.071716015,0.0,13.64705882,6.458125504,9.797491376,0,3.04e-05,4377.861861,0.028719687999999997
"mp-300764395, Mn3Cr2Sb3O16, Li4Mn3Cr2Sb3O16, mp-775041, mp-764395",5.122744368866365,4.0,0.09470099970486244,16.833333333333332,2.0,4.0,0.5729166666666666,6.090570751853503,1.732802402660692,4.107892318163567,87.87915105969229,0.0,0.0,0.0,0.0,0.4266820532811101,1.4960416666666667,0.8448485903551002,-0.43523706896562503,0.16666666666666666,61.80643026702344,0.3946590389689583,0.3734375,6.888646494111402,0.08318354362774308,5.583333333333332,0.4933794911180029,0.4568776281141583,0.006948030272108964,2.3078970706877047,0.004484619426272314,0.017919622079733414,1.3590749869999998,1.4960416669999999,0.083183544,0.0,16.83333333,4.107892318,9.271632656,1,9.69e-06,3100.276593,0.017919622
"mp-300764431, Mn2F5, LiMn2F5, mp-765924, mp-764431",4.099174110088558,2.0,0.06915803452380942,13.571428571428573,1.0,2.0,0.7142857142857142,17.142857142857142,0.3571428571428568,1.063148142857143,303.1142857142857,0.0,0.0,0.0,0.0,0.9715061335714286,1.9353571428571428,1.7532142857142856,-0.4530480295571429,0.35714285714285715,197.89285714285717,0.33220557987000005,0.6357142857142857,25.642857142857146,0.08434726274386167,2.8571428571428568,0.9583598119960192,0.8433625180158797,0.038197033046889636,4.5175395145262565,0.004457498564004698,0.041016202672726564,1.1110470159999999,1.935357143,0.084347263,0.0,13.57142857,1.063148143,14.63343614,0,4.429999999999999e-05,6645.176303,0.041016203
"mp-300764438, CrNi5(PO4)6, Li4CrNi5(PO4)6, mp-772386, mp-764438",3.457099111321632,4.0,0.08829868811631769,12.388888888888893,2.0,4.0,0.3125,10.044144461474206,1.72418123349198,3.440671907213823,158.24578297654918,0.0,0.0,0.0,0.0,0.4951221762902784,1.5619444444444444,1.2293608132925251,-0.6460515873,0.2083333333333333,82.73258603974661,0.4164627829513889,0.4440972222222223,11.76238019972841,0.08188530119441281,4.916666666666667,0.5090313414503581,0.5058510422277898,0.0028872960947078016,1.5523280008497629,0.0009019598572288633,0.007089044270484372,0.984632547,1.561944444,0.081885301,0.0,12.38888889,3.440671907,6.356189389,0,0.020673427,3100.3390010000003,0.007089044
"mp-300764639, MnFe(PO4)2, Li2MnFe(PO4)2, mp-764402, mp-764639",3.4183936815905867,4.0,0.011784399999999806,12.083333333333336,2.0,4.0,0.22916666666666666,5.810670261586772,1.3441940480782113,2.550913075577689,80.22688346097651,0.0,0.0,0.0,0.0,0.39235620596365545,1.3658333333333332,1.0711492724587404,-0.6457929666104166,0.2083333333333333,48.149641418706324,0.41586296948625,0.4266666666666665,7.709234181594606,0.08214547015735464,5.5,0.4944456126563517,0.4944456126563517,0.006190917855075389,2.179449471770337,0.004796055480674988,0.017695997508464803,0.96339914,1.365833333,0.08214547,0.0,12.08333333,2.550913076,6.265120187000001,0,0.043978603,3100.374909,0.017695998
"mp-300764670, MnFe(PO4)2, Li2MnFe(PO4)2, mp-764401, mp-764670",3.43533436518212,4.0,0.013494750833332958,12.083333333333336,2.0,4.0,0.22916666666666666,5.810670261586772,1.3441940480782113,2.550913075577689,80.22688346097651,0.0,0.0,0.0,0.0,0.39235620596365545,1.3658333333333332,1.0711492724587404,-0.6457929666104166,0.2083333333333333,48.149641418706324,0.41586296948625,0.4266666666666665,7.709234181594606,0.08255256206894684,5.5,0.4919402145916341,0.4919402145916341,0.006221598458391739,2.179449471770337,0.0048198235033059394,0.017783694339945002,0.9681735,1.365833333,0.082552562,0.0,12.08333333,2.550913076,6.265120187000001,0,0.043978603,3100.374909,0.017783694
"mp-300764671, Mn7O7F, LiMn7O7F, mp-767193, mp-764671",4.039370588655483,3.0,0.061612293333332964,16.0,1.0,3.0,0.7777777777777778,26.398653164297773,4.657451218408181,10.341886534129882,502.4292112766721,0.0,0.0,0.0,0.0,1.7264485504835538,2.0481111111111114,2.8120668862670217,-0.3010134099622222,0.17777777777777778,327.4178714248736,0.4000106072195556,0.6922222222222222,46.220096104947864,0.07077440828757013,6.533333333333332,0.6228486636873626,0.6228486636873626,0.016440094822165074,3.383620677453205,0.009716892035402509,0.03212162301344427,1.099087095,2.048111111,0.070774408,0.0,16.0,10.34188653,11.4569004,0,4.8200000000000006e-05,3307.388393,0.032121622999999995
"mp-300764682, VOF3, LiVOF3, mp-764252, mp-764682",2.301579789665646,3.0,0.044795445500000135,11.6,1.0,3.0,0.20000000000000004,15.084944665313015,1.6357125528513727,3.613711023981724,330.9753032156125,0.0,0.0,0.0,0.0,0.6097615438262745,1.499,1.981105920102877,-0.3738333333333334,0.26666666666666666,195.85611476001685,0.3271587851666667,0.2833333333333334,19.09438544587271,0.05591767697315106,2.0,0.8350295315508796,0.8350295315508796,0.01371351804107288,2.5298221281347035,0.006641801871061418,0.019034068065475092,0.6295684979999999,1.499,0.055917677,0.0,11.6,3.6137110239999997,8.262407307,0,0.0,4960.724518,0.019034068
"mp-300764694, VF5, LiVF5, mp-766154, mp-764694",2.401085132114784,2.0,0.030961886666666768,11.333333333333336,1.0,2.0,0.25,13.333333333333332,1.8333333333333333,3.670876333333333,271.29999999999995,0.0,0.0,0.0,0.0,0.3999604199999999,1.8979166666666665,1.6854166666666663,-0.5322916666666667,0.4166666666666667,159.625,0.362547428125,0.35416666666666663,12.833333333333332,0.05945038937536674,1.0,0.9077769698363124,0.9077769698363124,0.030399406635444645,2.23606797749979,0.007442155430817714,0.033727639723930176,0.653955572,1.8979166669999998,0.059450389000000006,0.0,11.33333333,3.6708763330000003,12.16112633,0,0.0,7751.823978,0.03372764
"mp-300764698, VF3, LiVF3, mp-559931, mp-764698",3.2334624685155613,2.0,0.0,12.5,1.0,2.0,0.375,20.0,0.5,0.7567136999999997,428.17,0.0,0.0,0.0,0.0,0.8069274124999999,2.783125,2.591875,-0.4790625000000001,0.375,252.8125,0.3262926853125,0.53125,23.0,0.07216216953009788,1.5,0.9738250420757956,0.8850450187156952,0.05231927570646951,2.598076211353316,0.015743879518930963,0.061409008784813326,0.875498635,2.783125,0.07216217,0.0,12.5,0.7567136999999999,13.492088699999998,0,0.0,6977.333825,0.061409009
"mp-300764707, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764415, mp-764707",3.5100726819008115,5.0,0.028626379583333694,12.166666666666664,3.0,5.0,0.2,4.020564422018995,1.506938684064771,2.9152460314073263,45.8090162563045,0.0,0.0,0.0,0.0,0.4634624117555101,1.124222222222222,1.0161959201591728,-0.5145922276944443,0.16666666666666666,25.499287329668398,0.33297065703155554,0.3458888888888889,4.521416799692681,0.08369146173538418,5.333333333333333,0.4887101961040028,0.4887101961040028,0.0020409663590875825,2.0000000000000004,0.0015070379741824586,0.006009679720266102,0.98829965,1.124222222,0.08369146200000001,0.0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.00600968
"mp-300764708, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764392, mp-764708",3.512943126881084,5.0,0.027622892083332573,12.166666666666664,3.0,5.0,0.2,4.020564422018995,1.506938684064771,2.9152460314073263,45.8090162563045,0.0,0.0,0.0,0.0,0.4634624117555101,1.124222222222222,1.0161959201591728,-0.5145922276944443,0.16666666666666666,25.499287329668398,0.33297065703155554,0.3458888888888889,4.521416799692681,0.08375990240827072,5.333333333333333,0.4882920767702849,0.4882920767702849,0.002042635407614856,2.0000000000000004,0.001508270390140789,0.0060145942780400865,0.989107856,1.124222222,0.083759902,0.0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.006014594
"mp-300764752, V2OF7, LiV2OF7, mp-764284, mp-764752",2.4020399095377667,3.0,0.08820906875000123,11.7,1.0,3.0,0.20000000000000004,15.084944665313015,2.2992752481307384,4.9475122693268725,331.46495272954576,0.0,0.0,0.0,0.0,0.6623718421354139,1.5001666666666666,1.98081180047194,-0.35725,0.26666666666666666,196.131264944906,0.2795945695833333,0.2833333333333334,19.21151275205111,0.05766075351867728,1.6,0.877944702010059,0.86973864933863,0.015722104501251676,2.4979991993593598,0.006062750152272214,0.019627401683872885,0.654790024,1.5001666669999998,0.057660754,0.0,11.7,4.947512269,8.36237408,0,0.0,4961.038231,0.019627402
"mp-300764776, V3O5F3, LiV3O5F3, mp-765773, mp-764776",3.724047645616509,3.0,0.06276034196969515,12.363636363636365,1.0,3.0,0.2727272727272727,20.5703790890632,1.5960235251228718,3.7133492114075937,458.06702678508935,0.0,0.0,0.0,0.0,0.9087248336442468,2.0110606060606058,2.72421081486364,-0.3850757575757576,0.2424242424242425,271.37956486760726,0.4271376653787879,0.3863636363636363,27.19716805870095,0.08512074833911559,3.4545454545454546,0.6230905323008176,0.5960223005159839,0.01244224055162576,2.2709083630539637,0.008821922411111249,0.02634057462802683,1.021450993,2.011060606,0.08512074800000001,0.0,12.36363636,3.713349211,8.782324532999999,0,0.0,4509.3135219999995,0.026340575
"mp-300764781, CoO2, Li(CoO2)2, mp-770908, mp-771219",4.648238414730431,2.0,0.1132221608333328,14.333333333333336,1.0,2.0,1.1666666666666663,30.0,1.8333333333333333,4.489065833333333,503.3,0.0,0.0,0.0,0.0,0.34343055833333325,2.773333333333333,2.6266666666666665,-0.5591666666666666,0.3333333333333333,276.4,0.7823971941666666,0.8499999999999999,28.33333333333333,0.09235148250180232,4.666666666666667,0.4404064071527373,0.42562792949820094,0.016881093099938394,0.9428090415820634,0.009466439406127495,0.030268660095467005,1.284774627,2.773333333,0.09235148300000001,0.0,14.33333333,4.489065833,15.155332500000002,0,0.258078533,6199.231699,0.03026866
"mp-300764788, Mn2OF3, LiMn2OF3, mp-763860, mp-764788",3.750823040189757,3.0,0.06161774104166717,14.166666666666664,1.0,3.0,0.5555555555555555,18.856180831641268,2.8620548605313902,6.404540451993263,353.38743607100616,0.0,0.0,0.0,0.0,1.1996490235175508,1.4891666666666667,1.9902618243913608,-0.30903735632222223,0.2222222222222222,230.3423443860984,0.2893161532322222,0.4944444444444445,31.938115315036093,0.07411133555563194,4.0,0.8368219437022073,0.7721939552817569,0.03302862175281838,4.47213595499958,0.011999969998644916,0.04204514808636999,1.019032872,1.4891666669999999,0.074111336,0.0,14.16666667,6.404540452000001,10.15948331,0,3.45e-05,4134.524904,0.042045148
"mp-300764804, MnFeCo(PO4)3, Li3MnFeCo(PO4)3, mp-764410, mp-764804",3.506661167682625,5.0,0.026484061666665504,12.166666666666664,3.0,5.0,0.2,4.020564422018995,1.506938684064771,2.9152460314073263,45.8090162563045,0.0,0.0,0.0,0.0,0.4634624117555101,1.124222222222222,1.0161959201591728,-0.5145922276944443,0.16666666666666666,25.499287329668398,0.33297065703155554,0.3458888888888889,4.521416799692681,0.08361012022552791,5.333333333333333,0.4892071295278031,0.4892071295278031,0.002038982700518697,2.0000000000000004,0.0015055732519552586,0.006003838784858085,0.9873391009999999,1.124222222,0.08361012,0.0,12.16666667,2.915246031,5.051448067,0,0.04066049,2480.288825,0.006003839
"mp-300764810, MnF4, LiMnF4, mvc-2979, mp-764810",2.8704686810973565,2.0,0.3188046237499993,12.2,1.0,2.0,0.5,12.0,1.1,2.10555678,199.44799999999998,0.0,0.0,0.0,0.0,0.5558622240000001,1.3930000000000002,1.1890000000000005,-0.50875862069,0.4,130.5,0.363060980034,0.4450000000000001,15.700000000000005,0.0660129423887251,2.0,0.8851198398975791,0.8851198398975791,0.04277863380296382,4.0,0.004324494773620896,0.04494088118977427,0.781672441,1.393,0.066012942,0.0,12.2,2.10555678,13.09316578,0,3.1e-05,7441.864697,0.044940880999999995
"mp-300764841, VO2F, LiVO2F, mp-764232, mp-764841",2.822644884179864,3.0,0.006165513749999185,12.0,1.0,3.0,0.25,18.856180831641268,1.4288690166235205,3.2789285527923298,418.1853469721557,0.0,0.0,0.0,0.0,0.8278682842089943,1.8495833333333327,2.4929175371885486,-0.40229166666666666,0.25,247.72443555737945,0.4553495347916667,0.3541666666666667,24.706892875381065,0.06670034352313145,3.5,0.6632496356851956,0.6632496356851956,0.01274854174042386,2.179449471770337,0.009357945155197929,0.02838053517538479,0.776864355,1.8495833330000002,0.06670034400000001,0.0,12.0,3.278928553,8.494891933,0,0.0,4649.987317,0.028380535
"mp-300764851, NaV(OF)2, NaLiV(OF)2, mp-18953, mp-764851",2.959675429320208,4.0,0.0,11.333333333333336,1.0,4.0,0.125,11.40351051577247,0.7168604389202189,1.6925285696037111,238.8700427882631,0.04166666666666666,0.07216878364870323,0.0,0.0,0.5145559920508781,1.04375,1.4733467076127509,-0.2557638888875,0.16666666666666666,144.52072880143737,0.26416937201375,0.2895833333333333,16.837045795243036,0.07430266317132306,2.6666666666666665,0.6860151786151268,0.6507669649745251,0.02862233987458625,2.211083193570267,0.018106491887476272,0.05383855934052627,0.8173309059999999,1.04375,0.074302663,0.0,11.33333333,1.69252857,5.996953153,0,0.0,3101.703946,0.053838559
