,density,nelements,energysStab,atomMean,atomStd,transition,metalloid,other,NdValenc wmean,BulkModulus wstd,AtomicWeigh wstd,BoilingT wstd,BCCfermi wstd,IsAlkali wmean,IsAlkali wstd,NfValenc wmean,NfValenc wstd,HeatCapacityMass wmean,BCCenergy_p wstd,AtomicVolum wmean,AtomicVolum wstd,HeatFusion wmean,HeatFusion wstd,BCCvolume_padiff wmean,MeltingT wmean,MeltingT wstd,BCCenergydiff wmean,GSmagmom wmean,GSmagmom wstd,SpaceGroupNumber wstd,Crystal System,meanbv,meanValenceOcc,Hall Number,ionicitymean,NNdiststd,oct,q4,q6,tet,lin,bent,sq_pyr,numberDensity,ShannonRadii,avgIonicRadVol,SpaceGroup,deltaShannon,oxidation flexibility Std,deltaShannonstd,deltashannonmin,deltashannonmax,chargedensityvoldens,positiveoxpopdens,deltacrystal1,deltacrystal2,deltacrystal3,deltacrystal4,negativeoxdensity,nsites,Unit Cell Mass,energy,total_magnetization,Electronegativity wmean,IsNonm wmean,phi wmean,VegardVolume,bcc,volumeshannonflex,strainlatticemean,AtomicWeigh wmean,BCCvolume_padiff wstd,Polarizability wstd,symmetry ops,strainlatticestd,q2
"mp-300764942, Mn2Co5O12, Li4Mn2Co5O12, mp-771625, mp-774397",5.026977155197367,3.0,0.1056381992105262,14.789473684210524,8.906407790068435,2.0,0.0,3.0,0.7894736842105262,20.02768167414784,3.978715165573573,334.64651383407363,0.4812166852611645,0.0,0.0,0.0,0.0,0.247,0.3771367713547736,3915.5398370213957,5534.4544430676415,1.9203508771929825,1.7298667657923956,-0.3557924984877193,219.92280701754382,180.86449656802682,0.4976544806259649,0.13584168844525105,0.19208607560328644,18.008513427358253,1.0,-0.16458470093106214,28317.894736842114,9.0,0.5713043478260871,0.009193568509396604,0.8039296194067633,0.2432236359376708,0.31116856285516753,-0.7682424082568023,4.607556044217287,4.607556044217287,0.8695858231016702,0.096421885940391,0.4130954333673873,0.41279029306300186,5.0,0.4233994617539688,0.09848414866831676,0.25749635508099056,0.2320493203238565,0.906329449274586,1.3840896443829147,0.03552385271488088,0.37128684976656096,0.11715189078401694,0.2871568556859545,0.6194170503361175,0.0608980332255101,19.0,596.5348650000002,-117.53904828,14.9999992,0.9435087719298244,0.21052631578947367,0.6035087719298246,1.0098283883617116,0.00606647756350241,194.7027881289055,-0.08414289656131403,10.465523947368421,0.5414896039616295,0.6105062388310091,2.0,27.790251438788484,0.09466687178027022
"mp-300765001, Mn3TeO8, Li2Mn3TeO8, mp-771471, mp-765001",4.826227906357966,3.0,0.006679224635416148,15.916666666666664,13.07324451780132,1.0,1.0,3.0,0.6944444444444443,13.054077930565755,1.4542089830870562,236.852382922985,0.6199504790206913,0.0,0.0,0.0,0.0,0.2495277777777778,0.8320070257205917,4133.560337056515,5841.577251657192,1.6075,1.2627705064071824,-0.5721136653888887,158.835,156.50955711559126,0.5314991643802778,2.5843390804583332e-05,3.654807377354988e-05,20.78999195363237,3.0,-0.10178847526798304,29935.58333333333,176.0,0.634,0.009329914360942382,0.4896164313482712,0.28688084097663064,0.31940338497498866,-0.8296110067130591,3.716684219192063,3.716684219192063,0.8839678414204398,0.08295979350808272,0.21847977146883896,0.4152301707937116,36.0,0.7892949723840056,0.11002069109551986,1.4266158522476249,0.2041699241059412,5.445862798401209,1.2816093355278215,0.020739948377020683,0.8645789648166649,1.7694806870771944,0.2526566048548539,6.718701816156416,0.06221984513106205,24.0,840.8186699999999,-160.62398525,21.9999988,0.9519444444444444,0.2222222222222222,0.37083333333333335,0.9676749564043452,-0.05184945910487898,485.82022572993975,-0.11402251260344386,11.678037083333333,0.48595917765644103,0.8743038288748284,4.0,34.89844062355576,0.07656582066016653
"mp-300765014, Na2Mn(PO3)5, Na2LiMn(PO3)5, mp-567904, mp-765014",2.604202901665789,4.0,0.0,10.521739130434783,4.200099017646373,1.0,0.0,4.0,0.05434782608695652,2.037609519016065,3.455327190027402,22.510260735368906,0.942686387167392,0.021739130434782608,0.03765327842541038,0.0,0.0,0.22336956521739126,0.5791309631862853,3033.859972485373,5248.972266593632,1.2403260869565216,1.6184508969275513,-0.7469613407554347,50.75260869565217,16.83561876404434,0.4152677879836956,3.370877061467392e-06,5.838530336529999e-06,6.953013721471004,1.0,0.21306753181247667,30135.695652173912,60.0,0.7707692307692308,0.013712499406563385,-0.44864051181843584,0.2572704785875285,0.2755995661761041,-0.5283727545475204,2.753932544037548,2.753932544037548,0.23010213936723045,0.07275567514586649,0.5706678534722162,0.5410739782670368,11.0,0.2365530816989311,0.04599442366955176,0.2661926198244346,0.07988494495450342,1.0334339501654206,0.743002514938319,0.02530632178986661,0.2257394471919565,0.20371012426085008,0.03878783951490099,0.8288616919771767,0.04744935335599989,46.0,991.55478712,-320.84285191,7.9999996,0.7169565217391304,0.21739130434782608,0.40869565217391296,0.8420367870837138,-0.010356529679390922,410.758989260095,-0.02941261891138325,5.3888847126086965,0.7827817920691594,0.6737243073721219,4.0,60.33508932926304,0.13617898213033425
"mp-300765024, VF5, LiVF5, mp-766781, mp-765024",2.562622598747471,2.0,0.006774371250000577,11.333333333333336,5.21749194749951,1.0,0.0,2.0,0.25,13.333333333333332,3.670876333333333,271.29999999999995,1.1991528608333333,0.0,0.0,0.0,0.0,0.3840833333333333,0.3999604199999999,7751.823977905332,7749.516494868502,1.8979166666666665,1.6854166666666663,-0.5322916666666667,204.2083333333333,159.625,0.362547428125,0.0,0.0,12.833333333333332,3.0,-0.02105688785109061,6315.333333333332,115.0,0.3357142857142857,0.006894001299244675,-0.1206811786858004,0.23650749669301216,0.2731524143968534,-0.9194098745403392,3.0111513412091653,3.0111513412091653,0.3331122191466364,0.06345002485749776,0.7908192547169232,0.9015724940105384,19.0,0.8655149660378225,0.09316949906249124,0.21188890237883995,0.3917169766409194,0.9602745639172032,0.6979516488077834,0.010575004142916294,1.1668998939896646,0.40688171106968624,0.2570847292364175,1.3488629269403138,0.05287502071458147,24.0,583.734064,-125.68714987,0.0,1.794166666666667,0.4166666666666667,0.35416666666666663,0.8390606867105126,-0.10727730918829864,0.0,-5.921189464667503e-15,12.161126333333332,0.5322916666666667,0.8012499999999998,4.0,42.285953357534495,0.10646156388617707
"mp-300765030, Mn3Cr5O16, Li4Mn3Cr5O16, mp-773259, mp-771517",4.339770352330364,3.0,0.0768789346875014,13.458333333333336,7.724307771933713,2.0,0.0,3.0,0.5555555555555556,13.63093794042811,1.8313156629125065,226.86192855926632,0.4565411836281695,0.0,0.0,0.0,0.0,0.2551388888888889,0.3585624865011342,4132.9480203416215,5842.010238305324,2.0451388888888893,1.7529542634339772,-0.3948994252875001,226.85833333333332,172.49198142930416,0.5167729582086111,1.2921695402291666e-05,1.827403688677494e-05,16.214503015038463,2.0,-0.2487064380083194,29878.91666666667,1.0,0.5763636363636363,0.007135132733944519,0.5390088508524922,0.23612326538329795,0.3286336416776317,-0.8682524864398147,4.014834771964222,4.014834771964222,0.9398797350982958,0.09213378867551572,0.3956803901693407,0.38595498535264494,8.0,0.34789299734575385,0.09616237794532102,0.21365179247590493,0.2114343394713383,0.8258122376025461,1.2034999861768385,0.030711262891838582,0.31186942798395145,0.09833605593078956,0.2616461880685123,0.5643887890398505,0.061422525783677163,24.0,680.7850350000001,-173.55898818,18.9999992,0.9443055555555554,0.2222222222222222,0.5083333333333334,0.9710089860967441,-0.046233182971523436,222.9289264669428,-0.10579365480320213,9.455347708333333,0.5575142211249975,0.7812871778808274,1.0,32.45357832657779,0.08394705014847535
"mp-300765033, Mn5Fe3O16, Li4Mn5Fe3O16, mp-773198, mp-772481",4.38617091507129,3.0,0.09795537846354296,13.791666666666664,8.195421316537397,2.0,0.0,3.0,0.5972222222222222,11.008204011352422,1.9472342827823943,182.74946943902992,0.5122129645051251,0.0,0.0,0.0,0.0,0.2559722222222222,0.34451062074664723,4132.9381983481535,5842.017185841301,1.5208333333333333,1.0482535630311054,-0.3928879310347221,193.12222222222226,116.67279554007357,0.5208807940513889,0.08796581949233716,0.12435677265634078,15.220080445432348,2.0,-0.24957271973598485,29883.54166666667,1.0,0.5766666666666667,0.007743881438797592,0.6721922828664534,0.2262923383024816,0.31382870052346684,-0.8129845272735485,4.051427762955404,4.051427762955404,1.0255438907702803,0.09079421322830447,0.4306506809936895,0.4098242894552531,8.0,0.4028922553674633,0.10571762046971064,0.27339036534037403,0.2104046190628928,0.8217903946193788,1.2153764036985624,0.030264737742768163,0.3522283176832798,0.1313091916553752,0.2603719276039171,0.561640121742829,0.060529475485536326,24.0,698.2156249999997,-161.25813906,27.0000002,0.9483333333333333,0.2222222222222222,0.5144444444444445,0.9698576017007668,-0.019610194040113743,299.66011756177835,-0.10667534440849262,9.697439236111107,0.5589325550623245,0.5885447841608683,1.0,32.756814705328324,0.08816655775320392
"mp-300765046, V2OF7, LiV2OF7, mp-765500, mp-764204",2.82141996519444,3.0,0.07887930925000043,11.7,5.657738063926255,1.0,0.0,3.0,0.20000000000000004,15.084944665313015,4.9475122693268725,331.46495272954576,0.9858981215825092,0.0,0.0,0.0,0.0,0.2554666666666667,0.6623718421354139,4961.038231141051,5749.513801549666,1.5001666666666666,1.98081180047194,-0.35725,159.84333333333333,196.131264944906,0.2795945695833333,0.0,0.0,19.21151275205111,2.0,-0.04203323806726225,9784.6,1.0,0.36125,0.014381284205019362,-0.10393226685519316,0.18021035341218444,0.3854795397887547,-0.7896012740849488,4.643866350802414,4.643866350802414,0.4615390399544476,0.0677279343027476,0.7886163838459259,0.8469958912881234,1.0,1.0525087579034702,0.2497999199359359,0.4058679060261358,0.25548313522345456,1.313947007890763,0.7691119695527293,0.013545586860549515,1.3939272293880025,0.69008501764138,0.3161557796815248,1.8456538093419883,0.05418234744219807,10.0,250.8712224,-56.95433253,1.0000001,1.1520000000000001,0.26666666666666666,0.2833333333333334,1.1998120833182655,-0.06421018268804247,10.047955333000543,-0.14364809176028062,8.36237408,0.3865689352064734,1.065805492990578,1.0,22.599692964031163,0.07714319563464808
"mp-300765048, V2OF5, LiV2OF5, mp-764357, mp-765048",3.6225092509608094,3.0,0.042456365000000496,12.375,6.142831187652807,1.0,0.0,3.0,0.25,18.856180831641268,4.870423740971369,418.8810944465293,1.0642947676156462,0.0,0.0,0.0,0.0,0.25066666666666665,0.8633299558832063,4651.163741648932,5022.122080829167,1.8539583333333327,2.4903344578199844,-0.34010416666666665,195.34583333333333,248.01079788601047,0.2769837263541666,0.0,0.0,24.63532637404172,2.0,-0.02557280775097033,10315.5,1.0,0.69,0.009051922585077449,0.203640538937942,0.19137236980152647,0.3262510769816236,-0.895140265656687,3.532669830324272,3.532669830324272,0.8185990432805482,0.08198359556384067,0.5050019186192775,0.7985718002230481,143.0,0.7857759984123219,0.1102396379610246,0.34195964080891,0.2033659315044289,1.045908791488131,0.9847093180561102,0.02049589889096017,1.0196792835136212,0.5803221988516973,0.2516616784869472,1.4691502272478485,0.06148769667288051,24.0,638.623248,-150.66934536,8.9999999,1.1083333333333334,0.25,0.3541666666666667,0.969619129426184,-0.0762290011541501,0.0,-0.08084533930960121,8.869767333333334,0.33651073508342777,1.3594426183693409,1.0,34.64245992350353,0.1117178180565815
"mp-300765055, Mn2F7, LiMn2F7, mp-765941, mp-766857",2.9813264396418515,2.0,0.065245233935185,12.555555555555555,6.651835354264785,1.0,0.0,2.0,0.5555555555555556,13.333333333333332,1.2840406888888891,226.3244444444444,1.4588123694444444,0.0,0.0,0.0,0.0,0.37366666666666665,0.6636217561111111,7235.3158544573,7232.601920131611,1.5336111111111108,1.3352777777777778,-0.4943151341000001,189.5833333333333,147.97222222222226,0.3550614318433333,3.445785440611111e-05,3.445785440611111e-05,18.277777777777786,2.0,-0.059609091658544285,5854.8888888888905,2.0,0.455625,0.013622325988524794,0.053664614889522136,0.21496105134884366,0.3025991501111003,-0.9229573369722128,3.3600498789516817,3.3600498789516817,0.5850987208439794,0.06653316852836391,0.7977221283383741,0.8822000002835353,2.0,1.01636541575245,0.2309665053564161,0.10739048012775136,0.8154562241328492,1.0737680419294784,0.8107930534329421,0.014785148561858646,1.296956001731741,0.3953568142794165,0.5573111294517449,1.508283108097454,0.05174801996650527,18.0,485.72982479999996,-94.94143345,14.0000001,1.72,0.3888888888888889,0.4944444444444445,0.9201263684941012,-0.09781558218985352,0.0,-0.05373841294086527,13.492495133333332,0.4992959770111112,0.8278333333333334,2.0,31.94384889153956,0.1033503504302083
"mp-300765102, Ti(PO3)4, LiTi(PO3)4, mp-766396, mp-765102",2.7105395229244493,3.0,0.03890289161764837,10.470588235294116,4.117647058823529,1.0,0.0,3.0,0.0392156862745098,2.659158981672892,3.4628702337760573,59.60075190017751,0.990547978939869,0.0,0.0,0.0,0.0,0.28658823529411764,0.5248722185904282,4377.1933098489835,6184.858781521487,1.7833333333333332,1.8444707941772505,-1.0743323996235294,75.8392156862745,30.83164439403102,0.5989869396078431,4.418300653588235e-07,6.248420706946393e-07,4.623128589454637,1.0,0.2365585224736005,32356.529411764703,90.0,0.4527777777777778,0.010077182667357808,-0.025387972316463225,0.25878092478709624,0.2349711365375236,-0.7029871126382665,2.904289293372195,2.904289293372195,0.312998881919592,0.07628634647130345,0.5488994546729811,0.5246682694125067,15.0,0.17223392813031105,0.04942165002451799,0.07794401676778755,0.0897603544291474,0.4475958893650429,0.7752714225027451,0.02243716072685396,0.1826216962966163,0.07970693565954433,0.04358280805452478,0.30511820553855296,0.053849185744449496,34.0,727.509696,-253.3363151,0.0,1.011372549019608,0.3137254901960784,0.5098039215686274,0.8666723788783609,-0.01436231966955066,340.9574102885263,-0.3896132911937436,7.132447999999999,0.8212456823433859,0.13688717125701794,4.0,50.13622569905817,0.15227792091534662
"mp-300765110, VFe(P2O7)2, LiVFe(P2O7)2, mp-767722, mp-765110",2.902219593362424,4.0,0.01638478679166511,11.05,5.286539510870981,2.0,0.0,4.0,0.11250000000000004,3.662905267680288,3.4958906553511886,46.02542687200197,0.8812803182178949,0.0,0.0,0.0,0.0,0.210825,0.5282748096649884,3255.365488516359,5634.461256326427,1.406875,1.3682293473226628,-0.7311369047600002,75.38,26.847293159646483,0.43785569375,0.026383285000000003,0.045697190090569856,4.519471761168554,2.0,0.18128336611581844,32001.9,1.0,0.3478947368421053,0.011985969628621505,-0.4167301450763727,0.25109665029086176,0.26433521625578976,-0.5881891696919308,2.6378543828043703,2.6378543828043703,0.2747398093368931,0.07687973887639245,0.5485396756842146,0.5208094811649658,1.0,0.2285003910943744,0.08645808232895291,0.1352422011487313,0.10740452046201386,0.7352325088361413,0.8245368242718745,0.02306392166291773,0.23301251333308384,0.10364217022158613,0.05214986760306504,0.4957411072840456,0.05381581721347471,20.0,454.673148,-144.27840003,5.0000005,0.75475,0.225,0.39225,0.8882160812544337,-0.10426737011784347,199.0154440754394,-0.03168126154726458,5.68341435,0.7474700242668598,0.11050822367588756,1.0,30.43168111649688,0.1353478742864237
"mp-300765113, V(CO3)2, LiV(CO3)2, mp-762253, mp-763116",2.4382922674118,3.0,0.06529351249999849,9.222222222222221,4.939135726865081,1.0,0.0,3.0,0.1111111111111111,7.294698076509737,3.2992156076167314,368.543942394926,0.6013271370992852,0.0,0.0,0.0,0.0,0.2746296296296296,0.2860750371620148,4132.765854688443,5842.139037364868,9.541481481481481,11.73653580501214,-0.32333333333333325,376.2148148148148,345.1085642191362,0.8317831444444445,0.0,0.0,14.334146785224318,4.0,-0.17072831517109566,30071.0,399.0,0.4247368421052632,0.01624407118961619,-0.5756990222576858,0.2649934322483908,0.2628912565004694,-0.7993832137965153,3.3340856003343955,3.3340856003343955,0.4872678719031558,0.07730124355245767,0.579066125895344,0.5493348361341838,122.0,0.15993173334408453,0.04619330107128323,0.09767918355668424,0.014330807590501031,0.36547712689630735,0.6919232788232637,0.025767081184152555,0.17091873933524074,0.09035338009213972,0.002465515284387275,0.2398634570703615,0.05153416236830511,36.0,683.8371999999998,-275.41039197,4.0000008000000005,1.0137037037037036,0.2962962962962963,0.6196296296296296,1.06350261303689,-0.050531470944167926,308.64869364947066,-0.23701488742736684,6.3318259259259255,0.6143168442955028,0.4410800561261057,8.0,46.823224952457494,0.15631171432032395
"mp-300765133, VCr(P2O7)2, LiVCr(P2O7)2, mp-767779, mp-767608",2.9040773575673264,4.0,0.0261502272499996,10.95,5.014728307695243,2.0,0.0,4.0,0.1,3.536594407053204,3.536437559602789,44.74226099282423,0.8626604880126818,0.0,0.0,0.0,0.0,0.210825,0.5153415777943786,3255.369433172663,5634.458977678338,1.49675,1.3294794799093368,-0.7313869047600001,79.9925,30.40634586315824,0.43786705575,0.0,0.0,4.519471761168554,2.0,0.18429963900679688,31990.6,1.0,0.4015000000000001,0.0113980725581424,-0.4325682359133369,0.24892799127587656,0.2651634968301232,-0.6134740863132215,2.537256757492047,2.537256757492047,0.26862506664561897,0.07758572988158932,0.5405487991325694,0.5129800044793542,1.0,0.21730131602176925,0.08645808232895291,0.09485703327732543,0.10773228647107108,0.4995484366301894,0.824578198219164,0.0232757189644768,0.22497059699367508,0.0874624661634591,0.05230901317630154,0.322193962086927,0.054310010917112524,20.0,450.82424800000007,-147.22463782,2.9999998,0.752625,0.225,0.38875,0.8879797130369314,-0.07706921896343172,201.8013044679529,-0.031020669216359487,5.6353031,0.7472255725181788,0.06375003921567421,1.0,30.2469294017944,0.13004008475633816
"mp-300765157, VF3, LiV2F6, mp-765007, mp-559701",3.267198597227244,2.0,0.0020287118749999773,12.5,6.0621778264910695,1.0,0.0,2.0,0.375,20.0,0.7567136999999997,428.17,1.40198867375,0.0,0.0,0.0,0.0,0.370125,0.8069274124999999,6977.333825025849,6973.8726004706,2.783125,2.591875,-0.4790625000000001,292.9375,252.8125,0.3262926853125,0.0,0.0,23.0,1.0,0.022352147889578844,5642.5,81.0,0.5222222222222223,0.01700895368577907,-0.22515141040671546,0.2797281537643923,0.2439690324300595,-1.1972007042284982,2.2216730933931244,2.2216730933931244,0.5512176797654066,0.07291506901883056,0.5525636922859235,0.8838456430982516,62.0,0.980958524499914,0.16237976320958225,0.2951893468373303,0.4696755779245868,1.1513861733583566,0.8846330953142646,0.01822876725470764,1.2900451496692764,0.5668401939992794,0.3082491338903256,1.6173104882622602,0.05468630176412292,16.0,431.74683839999994,-98.24878477,8.0000017,1.69625,0.375,0.53125,0.8538348546158187,-0.13602720961219886,0.0,-4.20715477270998e-09,13.492088699999998,0.4790625000000001,1.341125,4.0,26.38273115353355,0.09432140861626746
"mp-300765263, VF5, LiVF5, mp-765273, mp-765263",2.513004708780977,2.0,0.006696910833333902,11.333333333333336,5.21749194749951,1.0,0.0,2.0,0.25,13.333333333333332,3.670876333333333,271.29999999999995,1.1991528608333333,0.0,0.0,0.0,0.0,0.3840833333333333,0.3999604199999999,7751.823977905332,7749.516494868502,1.8979166666666665,1.6854166666666663,-0.5322916666666667,204.2083333333333,159.625,0.362547428125,0.0,0.0,12.833333333333332,1.0,-0.02105688785109061,6315.333333333332,81.0,0.440625,0.012531176712011144,0.08784548206904308,0.2223474935576281,0.22073545272302328,-0.9653869379875788,2.2126231457218366,2.2126231457218366,0.4792695909465003,0.062221495789936514,0.7948694442405924,0.9034782624074332,14.0,0.6824970840489839,0.04658474953124562,0.16708383296699522,0.3088862755935622,0.7572192457400683,0.6844378024343829,0.010370249298322752,0.9201525176055848,0.32084434383516697,0.2027227545938357,1.0636384702079351,0.05185124649161376,48.0,1167.468128,-251.37801784,0.0,1.794166666666667,0.4166666666666667,0.35416666666666663,0.8115918726453678,-0.15960127548861153,0.0,-0.002775155859743824,12.161126333333332,0.5322916666666667,0.8012499999999998,4.0,60.479915627747246,0.0862936472989821
"mp-300765266, Mn2F7, LiMn2F7, mp-765269, mp-765266",3.108787233167764,2.0,0.061288374212962175,12.555555555555555,6.651835354264785,1.0,0.0,2.0,0.5555555555555556,13.333333333333332,1.2840406888888891,226.3244444444444,1.4588123694444444,0.0,0.0,0.0,0.0,0.37366666666666665,0.6636217561111111,7235.3158544573,7232.601920131611,1.5336111111111108,1.3352777777777778,-0.4943151341000001,189.5833333333333,147.97222222222226,0.3550614318433333,3.445785440611111e-05,3.445785440611111e-05,18.277777777777786,1.0,-0.059609091658544285,5854.8888888888905,81.0,0.511578947368421,0.013232200148399887,-0.03482002643047661,0.2383937835578573,0.2923640026967823,-0.8570444571568289,2.5525173885275785,2.5525173885275785,0.5632725778473214,0.06937766430167389,0.6597769586416223,0.8771636911958874,14.0,0.8180258658635351,0.11548325267820808,0.08643366758693531,0.6563232804672251,0.8642266045481951,0.8454569280766979,0.01541725873370531,1.0438603477254915,0.3182045505617047,0.4485541441683489,1.2139478344561034,0.05396040556796858,36.0,971.4596495999999,-190.02531385,28.0001256,1.72,0.3888888888888889,0.4944444444444445,0.8211611631948865,-0.1443683980329162,0.0,-0.0004231655378538572,13.492495133333332,0.4992959770111112,0.8278333333333334,4.0,46.27864233176911,0.08569086235624074
"mp-300765272, V2OF5, LiV2OF5, mp-764744, mp-764220",3.2924659349000573,3.0,0.0011231750000000318,12.375,6.142831187652807,1.0,0.0,3.0,0.25,18.856180831641268,4.870423740971369,418.8810944465293,1.0642947676156462,0.0,0.0,0.0,0.0,0.25066666666666665,0.8633299558832063,4651.163741648932,5022.122080829167,1.8539583333333327,2.4903344578199844,-0.34010416666666665,195.34583333333333,248.01079788601047,0.2769837263541666,0.0,0.0,24.63532637404172,2.0,-0.025572807750970428,10315.5,1.0,0.7860000000000001,0.021750815332309426,-0.18680297789880398,0.2831376957508008,0.2689674220883013,-1.316121716276112,2.623529511161534,2.623529511161534,0.466342026389178,0.07451414942362809,0.5501007153109,0.8169237287888343,1.0,1.0977659933229664,0.33071891388307384,0.4777336868617077,0.2841117624578605,1.4611837288655816,0.8949934039832996,0.018628537355907027,1.4245398737030557,0.8107373810818753,0.35158319040508945,2.052471902697538,0.05588561206772106,8.0,212.87441600000002,-50.55378064,3.0000001,1.1083333333333334,0.25,0.3541666666666667,1.2012448994479576,-0.13924263151604271,0.0,-0.30300470424022485,8.869767333333334,0.33651073508342777,1.3594426183693409,1.0,23.568743161579853,0.08856828912231138
"mp-300765286, Sn(PO3)4, LiSn(PO3)4, mp-757495, mp-765286",3.4386378169798566,3.0,0.04334073676470673,12.117647058823529,9.91660730018189,0.0,0.0,3.0,0.19607843137254904,1.4536276857137755,1.96416936493244,43.57123622199754,0.8227928681581653,0.0,0.0,0.0,0.0,0.28076470588235297,0.6178643537917062,4377.376260203951,6184.729337308309,1.6460784313725492,1.9237473243078524,-1.2352147525647061,47.68392156862746,19.422618126467448,0.5980489521568627,0.0,0.0,3.730337403942311,2.0,0.2522889783915762,32340.176470588238,2.0,0.523,0.007012747540218482,-0.4338778838463379,0.2158234258446096,0.2747602167938352,-0.6800537258768438,2.4422098655235893,2.4422098655235893,0.2634646444292924,0.08100255647139143,0.5268998256918289,0.4961993567669761,15.0,0.1660836331261255,0.053605305829860436,0.048955506228989004,0.09157322907265353,0.2929450424733577,0.9526928443073852,0.023824281315115128,0.17989441022310634,0.07528246599742132,0.04446304263155298,0.2231782075196132,0.05717827515627631,34.0,869.1956959999999,-236.71393408,0.0,1.0196078431372548,0.3137254901960784,0.5166666666666667,1.0491326676090698,-0.08471974782299374,354.419229041951,-0.19268055705456413,8.52152643137255,0.6145643862221954,0.1820432875840308,2.0,42.38625104147879,0.11583605189387247
"mp-300765295, V6F13, LiV6F13, mp-767323, mp-765295",3.130846790088344,2.0,0.042641875789474426,13.421052631578947,6.507613269925781,1.0,0.0,2.0,0.4736842105263158,25.26315789473684,1.5439410105263158,552.0147368421052,1.562122210263158,0.0,0.0,0.0,0.0,0.3591052631578947,1.1282171434210526,6365.894230647307,6361.5221575248925,3.4819736842105264,3.3075,-0.4370394736842106,362.9868421052631,326.38157894736844,0.2976705199342105,0.0,0.0,31.02631578947368,2.0,0.07786323867804704,5130.0,2.0,0.8294117647058824,0.01304226774101318,0.43701320701052215,0.23076503536993986,0.289415571753504,-0.938018781459784,3.406248941296599,3.406248941296599,0.7123072000715512,0.06482362026732677,0.6967673462604945,0.8945988433241372,2.0,0.6746480654320302,0.07339413462322307,0.2283728841303965,0.33849228193315384,0.8297968885853579,0.8444146122126255,0.020470616926524247,0.867659632497721,0.4385352362190268,0.2221532428735476,1.1655856584781084,0.04435300334080253,38.0,1105.2564831999996,-240.00476255,33.9999987,1.6189473684210525,0.34210526315789475,0.6710526315789473,0.9738055572019246,-0.11544105320580415,0.0,-0.1890592065362965,14.542848463157895,0.4370394736842106,1.7673421052631575,2.0,53.886649255962546,0.11990023628824885
"mp-300765321, VF5, LiVF5, mp-764959, mp-767609",2.5454709542219245,2.0,0.00977630583333422,11.333333333333336,5.21749194749951,1.0,0.0,2.0,0.25,13.333333333333332,3.670876333333333,271.29999999999995,1.1991528608333333,0.0,0.0,0.0,0.0,0.3840833333333333,0.3999604199999999,7751.823977905332,7749.516494868502,1.8979166666666665,1.6854166666666663,-0.5322916666666667,204.2083333333333,159.625,0.362547428125,0.0,0.0,12.833333333333332,3.0,-0.02105688785109061,6315.333333333332,292.0,0.29375,0.023669283531291246,-0.1510454167085674,0.2116741675483498,0.2900116875235296,-0.8224204845111149,2.8484157388989937,2.8484157388989937,0.2813766960967952,0.06302535355707889,0.7922193023815453,0.9022312697487576,62.0,0.8635796767804711,0.09316949906249124,0.2114151193333509,0.3908410984798684,0.9581273924405916,0.6932802552977826,0.010504225592846484,1.164290708801821,0.4059719246011164,0.2565098884373058,1.3458468728747244,0.05252112796423241,24.0,583.734064,-125.61510344,0.0,1.794166666666667,0.4166666666666667,0.35416666666666663,0.8323556611642628,-0.1230383576097272,0.0,8.881784197001249e-15,12.161126333333332,0.5322916666666667,0.8012499999999998,8.0,38.47639473691535,0.1309883212734834
"mp-300765322, MnCr3O8, Li2MnCr3O8, mp-764180, mp-775608",4.267823609300882,3.0,0.09107836979166528,13.416666666666664,7.664401839384174,2.0,0.0,3.0,0.5555555555555555,16.996731711975947,3.5499212715001964,292.1530120829422,0.6558202560933944,0.0,0.0,0.0,0.0,0.25472222222222224,0.6694234721637211,4132.9463569111795,5842.011457841918,2.1575,2.2193850291032002,-0.3954885057472221,236.0388888888889,221.5400291283109,0.5147001036205555,8.614463601527777e-06,1.218269125784996e-05,21.242682109608392,3.0,-0.2362189432741593,29886.66666666667,176.0,0.5713636363636364,0.007059283754087089,0.4456881307490189,0.2287711100697543,0.3145828029301301,-0.8625700108562592,3.9088996577604127,3.9088996577604127,0.9144235341615478,0.09099959736052506,0.4011016716527008,0.3910537983330128,36.0,0.33284906485483473,0.09081039465709738,0.1912498842510711,0.21056315055611524,0.8224095809231545,1.1850044449020665,0.030333199120175017,0.3004879898489134,0.08280670455458285,0.2605681074723064,0.5620632951862169,0.060666398240350035,24.0,677.8430900000002,-174.09648719999996,18.0000003,0.9458333333333332,0.2222222222222222,0.5111111111111112,0.9737475262554921,-0.05350468631499949,240.13904640593262,-0.10608614358531793,9.414487361111107,0.5570974756061451,1.061284058040943,4.0,32.58539771333517,0.09461633716259027
